name,rate,rating_people,director,year,movietime,comment,review,main_country,main_language,main_genre,second_genre,main_actor,second_actor
钢琴家,9.1,272478,罗曼·波兰斯基,2002,150,44568,1091,法国,英语,剧情,音乐,艾德里安·布洛迪,托马斯·克莱舒曼
玛丽和马克思,8.9,278759,亚当·艾略特,2009,92,67343,2501,澳大利亚,英语,剧情,喜剧,托妮·科莱特,菲利普·塞默·霍夫曼
哈利·波特与火焰杯,8.3,234287,迈克·内威尔,2005,157,19013,162,英国,英语,奇幻,冒险,丹尼尔·雷德克里夫,艾玛·沃森
加勒比海盗3：世界的尽头,8.1,238967,戈尔·维宾斯基,2007,169,20196,348,美国,英语,动作,奇幻,约翰尼·德普,杰弗里·拉什
杀死比尔,8.2,261258,昆汀·塔伦蒂诺,2003,111,46933,494,美国,英语,动作,惊悚,乌玛·瑟曼,刘玉玲
长江七号,6.6,244949,周星驰,2008,86,21832,1050,中国大陆,英语,喜剧,科幻,周星驰,徐娇
爱在日落黄昏时,8.8,264239,理查德·林克莱特,2004,80,60321,1842,美国,英语,剧情,爱情,伊桑·霍克,朱莉·德尔佩
我是传奇,8.0,251473,弗朗西斯·劳伦斯,2007,101,32988,907,美国,英语,剧情,科幻,威尔·史密斯,艾莉丝·布拉加
孤儿怨,8.1,259133,佐米·希尔拉,2009,123,60560,786,美国,英语,悬疑,惊悚,维拉·法米加,彼得·萨斯加德
谍影重重3,8.7,239453,保罗·格林格拉斯,2007,115,28595,386,美国,英语,动作,悬疑,马特·达蒙,朱丽娅·斯蒂尔斯
爱在暹罗,8.3,240171,楚克·萨克瑞科,2007,150,49539,1860,泰国,泰语,剧情,爱情,维特维斯特·海伦亚沃恩酷,马里奥·毛瑞尔
十月围城,7.7,247058,陈德森,2009,139,44926,2684,香港,汉语普通话,剧情,动作,甄子丹,王学圻
蜘蛛侠,7.7,220971,山姆·雷米,2002,121,17083,110,美国,英语,动作,科幻,托比·马奎尔,威廉·达福
谍影重重,8.5,246493,道格·里曼,2002,119,30337,280,美国,英语,动作,悬疑,马特·达蒙,弗朗卡·波滕特
哈利·波特与凤凰社,8.0,222148,大卫·叶茨,2007,138,18279,335,英国,英语,奇幻,冒险,丹尼尔·雷德克里夫,艾玛·沃森
可可西里,8.7,162353,陆川,2004,85,24340,640,中国大陆,汉语普通话,剧情,犯罪,多布杰,张正阳
哈利·波特与混血王子,7.7,221613,大卫·叶茨,2009,153,24846,876,英国,英语,剧情,奇幻,丹尼尔·雷德克里夫,艾玛·沃森
人工智能,8.6,245315,史蒂文·斯皮尔伯格,2001,146,45503,1101,美国,英语,剧情,科幻,海利·乔·奥斯蒙,弗兰西丝·奥康纳
窃听风云,7.5,202455,麦兆辉/庄文强,2009,100,27688,843,香港,粤语,剧情,动作,刘青云,古天乐
金刚,7.9,210610,彼得·杰克逊,2005,187,23254,723,新西兰,英语,动作,奇幻,娜奥米·沃茨,杰克·布莱克
穿越时空的少女,8.6,234148,细田守,2006,98,48601,1091,日本,日语,剧情,爱情,仲里依纱,石田卓也
公主日记,7.5,207570,盖瑞·马歇尔,2001,115,22589,193,美国,英语,喜剧,爱情,安妮·海瑟薇,朱莉·安德鲁斯
海角七号,7.5,217952,魏德圣,2008,129,37106,2770,台湾,汉语普通话,剧情,喜剧,范逸臣,田中千绘
悬崖上的金鱼姬,8.4,234022,宫崎骏,2008,101,36674,1003,日本,日语,动画,奇幻,奈良柚莉爱,土井洋辉
无间道2,8.4,214064,刘伟强/麦兆辉,2003,119,26942,299,香港,粤语,剧情,动作,陈冠希,余文乐
曾经,8.3,226929,约翰·卡尼,2007,86,55990,2295,爱尔兰,英语,剧情,爱情,格伦·汉塞德,玛可塔·伊尔格洛娃
美食总动员,8.3,221775,布拉德·伯德/简·皮克瓦,2007,111,26670,658,美国,英语,喜剧,动画,帕顿·奥斯瓦尔特,彼得·奥图尔
疯狂的赛车,8.0,222103,宁浩,2009,104,27773,838,中国大陆,汉语普通话,喜剧,动作,黄渤,戎祥
少林足球,7.7,218103,周星驰,2001,113,17608,176,香港,粤语,喜剧,动作,周星驰,赵薇
初恋50次,7.9,224795,彼得·西格尔,2004,99,40120,528,美国,英语,喜剧,爱情,亚当·桑德勒,德鲁·巴里摩尔
穿条纹睡衣的男孩,9.0,229703,马克·赫尔曼,2008,94,51674,1189,英国,英语,剧情,战争,阿萨·巴特菲尔德,维拉·法米加
头文字D,7.2,196820,刘伟强/麦兆辉,2005,107,26088,242,香港,粤语,剧情,动作,周杰伦,黄秋生
雏菊,8.0,202280,刘伟强,2006,110,37157,1345,韩国,韩语,剧情,爱情,全智贤,郑雨盛
战争之王,8.6,213928,安德鲁·尼科尔,2005,122,28211,557,美国,英语,剧情,犯罪,尼古拉斯·凯奇,布丽姬·穆娜
谍影重重2,8.6,206638,保罗·格林格拉斯,2004,108,20398,152,美国,英语,动作,悬疑,马特·达蒙,弗朗卡·波滕特
这个男人来自地球,8.5,233657,理查德·沙因克曼,2007,87,57782,1691,美国,英语,剧情,科幻,大卫·李·史密斯,托尼·托德
X战警,7.7,188594,布莱恩·辛格,2000,104,15748,57,美国,英语,动作,科幻,休·杰克曼,帕特里克·斯图尔特
新警察故事,7.4,180910,陈木胜,2004,123,15970,78,中国大陆,英语,剧情,动作,成龙,谢霆锋
大侦探福尔摩斯,7.6,224541,盖·里奇,2009,128,42060,731,美国,英语,动作,悬疑,小罗伯特·唐尼,裘德·洛
李米的猜想,7.8,206669,曹保平,2008,96,38532,2587,中国大陆,汉语普通话,剧情,爱情,周迅,邓超
黑客帝国3：矩阵革命,8.6,209003,莉莉·沃卓斯基/拉娜·沃卓斯基,2003,129,18427,286,美国,英语,动作,科幻,基努·里维斯,劳伦斯·菲什伯恩
金刚狼,7.4,190652,加文·胡德,2009,107,20683,384,美国,英语,动作,科幻,休·杰克曼,列维·施瑞博尔
撞车,8.6,210668,保罗·哈吉斯,2004,112,36815,1048,美国,英语,剧情,犯罪,桑德拉·布洛克,唐·钱德尔
英雄,7.2,178816,张艺谋,2002,93,26367,490,中国大陆,汉语普通话,剧情,动作,李连杰,梁朝伟
超人总动员,8.0,191675,布拉德·伯德,2004,115,19379,126,美国,英语,喜剧,动作,格雷格·T·尼尔森,霍利·亨特
血钻,8.6,179847,爱德华·兹威克,2006,143,26772,653,美国,英语,剧情,惊悚,莱昂纳多·迪卡普里奥,杰曼·翰苏
暮光之城2：新月,6.6,184992,克里斯·韦兹,2009,130,26560,394,美国,英语,剧情,爱情,克里斯汀·斯图尔特,罗伯特·帕丁森
朱诺,7.9,197343,贾森·雷特曼,2007,96,35306,1060,美国,英语,剧情,喜剧,艾伦·佩吉,迈克尔·塞拉
我脑中的橡皮擦,7.9,180618,李宰汉,2004,117,33465,749,韩国,韩语,剧情,爱情,郑雨盛,孙艺珍
死神来了,7.7,187736,黄毅瑜,2000,98,21680,233,美国,英语,惊悚,恐怖,戴文·萨瓦,艾丽·拉特
博物馆奇妙夜,7.4,178427,肖恩·利维,2006,108,16703,212,美国,英语,喜剧,动作,本·斯蒂勒,欧文·威尔逊
一一,9.0,199730,杨德昌,2000,173,53512,2593,台湾,汉语普通话,剧情,爱情,吴念真,李凯莉
珍珠港,7.9,170059,迈克尔·贝,2001,183,20970,342,美国,英语,剧情,爱情,本·阿弗莱克,乔什·哈奈特
万能钥匙,7.9,209722,伊恩·索夫特雷,2005,104,50063,821,美国,英语,悬疑,惊悚,凯特·哈德森,吉娜·罗兰兹
荒岛余生,8.5,174094,罗伯特·泽米吉斯,2000,143,26689,603,美国,英语,剧情,冒险,汤姆·汉克斯,海伦·亨特
X战警2,7.6,165285,布莱恩·辛格,2003,133,12145,54,美国,英语,动作,科幻,帕特里克·斯图尔特,休·杰克曼
神话,6.5,159480,唐季礼,2005,122,13621,214,中国大陆,英语,剧情,喜剧,成龙,金喜善
如果·爱,7.6,173941,陈可辛/赵良骏,2005,108,28074,1308,中国大陆,汉语普通话,剧情,爱情,周迅,金城武
黑客帝国2：重装上阵,8.5,184322,莉莉·沃卓斯基/拉娜·沃卓斯基,2003,138,16091,121,美国,英语,动作,科幻,基努·里维斯,凯瑞-安·莫斯
蝙蝠侠：侠影之谜,8.3,191685,克里斯托弗·诺兰,2005,140,27485,295,美国,英语,剧情,动作,克里斯蒂安·贝尔,迈克尔·凯恩
阳光小美女,8.3,192470,乔纳森·戴顿/维莱莉·法瑞斯,2006,101,39790,1508,美国,英语,剧情,喜剧,阿比盖尔·布蕾斯琳,托妮·科莱特
上帝之城,8.9,191738,卡迪亚·兰德/费尔南多·梅里尔斯,2002,130,33373,609,巴西,葡萄牙语,剧情,犯罪,亚历桑德雷·罗德里格斯,莱安德鲁·菲尔米诺
冰川时代2：融冰之灾,8.1,166130,卡洛斯·沙尔丹哈,2006,91,10808,138,美国,英语,喜剧,动画,雷·罗马诺,约翰·雷吉扎莫
无间道3：终极无间,7.9,173527,刘伟强/麦兆辉,2003,107,19704,189,中国大陆,汉语普通话,剧情,动作,梁朝伟,刘德华
时间旅行者的妻子,7.7,192249,罗伯特·斯文克,2009,107,41573,988,美国,英语,剧情,爱情,瑞秋·麦克亚当斯,艾瑞克·巴纳
冰川时代3,8.2,171725,卡洛斯·沙尔丹哈/麦克·特米尔,2009,94,17953,401,美国,英语,喜剧,动画,雷·罗马诺,约翰·雷吉扎莫
X战警3：背水一战,7.6,161484,布莱特·拉特纳,2006,104,14540,156,美国,英语,动作,科幻,休·杰克曼,哈莉·贝瑞
达·芬奇密码,7.3,170693,朗·霍华德,2006,149,22056,455,美国,英语,悬疑,惊悚,汤姆·汉克斯,奥黛丽·塔图
蜘蛛侠2,7.4,158113,山姆·雷米,2004,127,10014,104,美国,英语,动作,科幻,托比·马奎尔,克斯汀·邓斯特
集结号,8.0,154018,冯小刚,2007,124,18213,1087,中国大陆,汉语普通话,剧情,传记,张涵予,邓超
我，机器人,8.1,177229,亚历克斯·普罗亚斯,2004,115,17802,252,美国,英语,动作,科幻,威尔·史密斯,布丽姬·穆娜
重返十七岁,7.3,162182,布尔·斯蒂尔斯,2009,102,24460,694,美国,英语,剧情,喜剧,扎克·埃夫隆,莱斯利·曼恩
门徒,7.6,157591,尔冬升,2007,106,19872,676,香港,粤语,剧情,惊悚,刘德华,吴彦祖
生化危机,7.9,162009,保罗·安德森,2002,100,17037,113,英国,英语,动作,科幻,米拉·乔沃维奇,米歇尔·罗德里格兹
红辣椒,8.9,193163,今敏,2006,90,46024,525,日本,日语,科幻,动画,林原惠美,江守彻
海盗电台,8.6,189187,理查德·柯蒂斯,2009,116,44155,856,英国,英语,剧情,喜剧,比尔·奈伊,肯尼思·布拉纳
成为简·奥斯汀,8.2,173134,朱里安·杰拉德,2007,120,35816,1900,英国,英语,剧情,爱情,安妮·海瑟薇,詹姆斯·麦卡沃伊
非常完美,5.9,167828,金依萌,2009,107,27415,661,中国大陆,汉语普通话,喜剧,爱情,章子怡,范冰冰
赎罪,8.3,184875,乔·赖特,2007,123,41801,1609,英国,英语,剧情,爱情,詹姆斯·麦卡沃伊,西尔莎·罗南
宿醉,7.7,179269,托德·菲利普斯,2009,100,34048,268,美国,英语,喜剧,喜剧,布莱德利·库珀,艾德·赫尔姆斯
恋空,6.9,174046,今井夏木,2007,129,35450,907,日本,日语,剧情,爱情,新垣结衣,三浦春马
老男孩,8.2,177052,朴赞郁,2003,120,38779,701,韩国,韩语,剧情,动作,崔岷植,姜惠贞
河东狮吼,6.8,143790,马伟豪,2002,100,13576,149,中国大陆,粤语,喜剧,爱情,张柏芝,古天乐
午夜巴塞罗那,7.8,179836,伍迪·艾伦,2008,96,39086,1538,西班牙,英语,剧情,爱情,丽贝卡·豪尔,斯嘉丽·约翰逊
迷雾,7.9,182998,弗兰克·德拉邦特,2007,126,46030,1441,美国,英语,科幻,惊悚,托马斯·简,马西娅·盖伊·哈登
寂静岭,7.6,176330,克里斯多夫·甘斯,2006,125,31023,401,加拿大,英语,悬疑,恐怖,拉达·米切尔,肖恩·宾
遗愿清单,8.6,174706,罗伯·莱纳,2007,97,34813,1028,美国,英语,剧情,喜剧,杰克·尼科尔森,摩根·弗里曼
独自等待,8.1,162043,伍仕贤,2005,107,31578,1058,中国大陆,汉语普通话,剧情,喜剧,夏雨,李冰冰
满城尽带黄金甲,5.4,146150,张艺谋,2006,114,18298,774,中国大陆,汉语普通话,剧情,动作,周润发,巩俐
荒野生存,8.6,155508,西恩·潘,2007,148,37489,2175,美国,英语,剧情,传记,埃米尔·赫斯基,马西娅·盖伊·哈登
卢旺达饭店,8.9,153458,特瑞·乔治,2004,121,26362,692,英国,英语,剧情,历史,唐·钱德尔,苏菲·奥康内多
汉江怪物,7.3,129607,奉俊昊,2006,120,18587,403,韩国,英语,剧情,科幻,宋康昊,朴海日
蜘蛛侠3,7.2,142467,山姆·雷米,2007,139,11348,287,美国,英语,动作,科幻,托比·马奎尔,克斯汀·邓斯特
老无所依,8.1,164355,伊桑·科恩/乔尔·科恩,2007,122,32620,1129,美国,英语,剧情,惊悚,汤米·李·琼斯,哈维尔·巴登
手机,7.3,138441,冯小刚,2003,107,15126,233,中国大陆,汉语普通话,剧情,喜剧,张国立,葛优
爱情呼叫转移,6.3,139383,张建亚,2007,94,11367,333,中国大陆,汉语普通话,喜剧,爱情,徐峥,刘仪伟
花与爱丽丝,8.1,155186,岩井俊二,2004,135,30597,950,日本,日语,剧情,喜剧,铃木杏,苍井优
在云端,7.9,170919,贾森·雷特曼,2009,109,38535,1703,美国,英语,剧情,爱情,乔治·克鲁尼,安娜·肯德里克
水果硬糖,7.4,166041,大卫·斯雷德,2005,104,37740,958,美国,英语,剧情,惊悚,艾伦·佩吉,帕特里克·威尔森
怪物史瑞克,7.9,141776,安德鲁·亚当森/维基·詹森,2001,90,10803,120,美国,英语,喜剧,动画,麦克·梅尔斯,艾迪·墨菲
无敌浩克,6.9,123148,路易斯·莱特里尔,2008,112,16512,243,美国,英语,动作,科幻,爱德华·诺顿,丽芙·泰勒
嫌疑人X的献身,8.3,155870,西谷弘,2008,128,38211,1036,日本,日语,剧情,悬疑,福山雅治,柴崎幸
2046,7.5,149207,王家卫,2004,129,25948,820,香港,粤语,剧情,爱情,梁朝伟,章子怡
飓风营救,8.2,155946,皮埃尔·莫瑞尔,2008,93,30622,516,法国,英语,剧情,动作,连姆·尼森,玛姬·格蕾斯
月球,8.5,175132,邓肯·琼斯,2009,97,36960,785,英国,英语,剧情,科幻,山姆·洛克威尔,凯文·史派西
天下无双,7.1,138399,刘镇伟,2002,97,16040,170,中国大陆,粤语,喜剧,爱情,梁朝伟,王菲
冒牌天神,7.5,145457,汤姆·沙迪亚克,2003,101,13594,127,美国,英语,喜剧,奇幻,金·凯瑞,摩根·弗里曼
赤壁(上),6.3,140971,吴宇森,2008,150,15652,1682,中国大陆,汉语普通话,剧情,动作,梁朝伟,金城武
迷失东京,7.7,155852,索菲亚·科波拉,2003,102,32851,1151,美国,英语,剧情,爱情,斯嘉丽·约翰逊,比尔·默瑞
杀死比尔2,7.9,156852,昆汀·塔伦蒂诺,2004,137,22639,231,美国,英语,动作,惊悚,乌玛·瑟曼,大卫·卡拉丁
黑鹰坠落,8.6,157503,雷德利·斯科特,2001,144,23638,387,美国,英语,动作,历史,乔什·哈奈特,伊万·麦克格雷格
马达加斯加,7.8,138892,埃里克·达尼尔/汤姆·麦格拉思,2005,86,10836,109,美国,英语,喜剧,动画,本·斯蒂勒,克里斯·洛克
暖暖内含光,8.5,166902,米歇尔·贡德里,2004,108,39932,1246,美国,英语,剧情,爱情,金·凯瑞,凯特·温丝莱特
歌舞青春,7.7,121503,肯尼·奥特加,2006,98,14118,196,美国,英语,剧情,喜剧,扎克·埃夫隆,凡妮莎·哈金斯
太阳照常升起,8.1,144577,姜文,2007,116,34105,1533,中国大陆,汉语普通话,剧情,奇幻,房祖名,周韵
黑衣人2,7.6,144542,巴里·索南菲尔德,2002,88,11193,49,美国,英语,喜剧,动作,威尔·史密斯,汤米·李·琼斯
浪潮,8.7,165417,丹尼斯·甘塞尔,2008,107,40161,1432,德国,德语,剧情,惊悚,于尔根·福格尔,弗雷德里克·劳
全民超人汉考克,6.8,140959,彼得·博格,2008,92,13933,773,美国,英语,动作,犯罪,威尔·史密斯,查理兹·塞隆
角斗士,8.5,143008,雷德利·斯科特,2000,155,16645,269,美国,英语,剧情,动作,罗素·克劳,杰昆·菲尼克斯
大灌篮,5.3,106677,朱延平,2008,99,10514,416,中国大陆,汉语普通话,喜剧,运动,周杰伦,陈柏霖
关于莉莉周的一切,7.8,136723,岩井俊二,2001,146,26948,1191,日本,日语,剧情,剧情,市原隼人,忍成修吾
BJ单身日记,7.5,152248,莎伦·马奎尔,2001,97,29211,435,英国,英语,剧情,喜剧,蕾妮·齐薇格,科林·费尔斯
小岛惊魂,8.1,156889,亚历杭德罗·阿梅纳瓦尔,2001,104,31582,360,美国,英语,剧情,悬疑,妮可·基德曼,菲奥纽拉·弗拉纳根
罪恶之城,8.4,149717,弗兰克·米勒/罗伯特·罗德里格兹/昆汀·塔伦蒂诺,2005,124,25144,360,美国,英语,动作,惊悚,杰西卡·阿尔芭,布鲁斯·威利斯
麦兜故事,8.5,141208,袁建滔,2001,75,18812,312,香港,粤语,剧情,喜剧,李晋纬,林海峰
潘神的迷宫,7.8,150143,吉尔莫·德尔·托罗,2006,118,29066,892,西班牙,西班牙语,剧情,悬疑,伊万娜·巴克罗,塞尔希·洛佩斯
纳尼亚传奇1：狮子、女巫和魔衣橱,7.3,126823,安德鲁·亚当森,2005,143,13810,287,英国,英语,剧情,奇幻,乔芝·韩莉,斯堪德·凯恩斯
我的机器人女友,7.4,129849,郭在容,2008,115,21495,636,日本,日语,喜剧,动作,绫濑遥,小出惠介
夜·店,6.7,140170,杨庆,2009,94,21589,370,中国大陆,汉语普通话,喜剧,喜剧,徐峥,李小璐
投名状,7.1,128037,陈可辛,2007,126,14431,1252,中国大陆,汉语普通话,剧情,动作,李连杰,金城武
大逃杀,8.0,147942,深作欣二,2000,114,31038,794,日本,日语,剧情,科幻,北野武,藤原龙也
大腕,7.8,132800,冯小刚,2001,100,13014,78,中国大陆,汉语普通话,喜剧,喜剧,葛优,关之琳
碟中谍3,7.4,125912,J·J·艾布拉姆斯,2006,126,12848,163,美国,英语,动作,惊悚,汤姆·克鲁斯,菲利普·塞默·霍夫曼
生化危机2：启示录,7.7,127525,亚历山大·维特,2004,94,10513,64,英国,英语,动作,科幻,米拉·乔沃维奇,西耶娜·盖尔利
大内密探灵灵狗,5.1,124051,王晶,2009,98,16008,226,香港,粤语,喜剧,动作,古天乐,徐熙媛
加菲猫,7.7,117361,彼得·休伊特,2004,80,8950,62,美国,英语,喜剧,家庭,比尔·默瑞,詹妮弗·洛芙·休伊特
速度与激情,7.7,117208,罗伯·科恩,2001,106,13252,90,美国,英语,动作,犯罪,范·迪塞尔,保罗·沃克
非常主播,7.9,138761,姜炯哲,2008,108,24779,294,韩国,韩语,剧情,喜剧,车太贤,朴宝英
功夫之王,5.4,125091,罗伯·明可夫,2008,104,12873,655,美国,英语,动作,奇幻,李连杰,成龙
无极,5.2,138461,陈凯歌,2005,121,24334,807,中国大陆,汉语普通话,剧情,动作,张东健,张柏芝
艺伎回忆录,7.3,139404,罗伯·马歇尔,2005,145,27342,691,美国,英语,剧情,爱情,章子怡,渡边谦
瘦身男女,6.8,115645,杜琪峰/韦家辉,2001,94,10833,95,香港,粤语,喜剧,爱情,刘德华,郑秀文
十面埋伏,5.9,127825,张艺谋,2004,119,15576,244,中国大陆,汉语普通话,剧情,武侠,章子怡,刘德华
你丫闭嘴！,8.1,130519,弗朗西斯·韦贝尔,2003,85,25083,197,法国,法语,喜剧,犯罪,热拉尔·德帕迪约,让·雷诺
猫的报恩,8.0,137635,森田宏幸,2002,75,17462,211,日本,日语,喜剧,动画,池胁千鹤,袴田吉彦
生化危机3：灭绝,7.2,121679,拉塞尔·穆卡希,2007,95,10303,130,美国,英语,动作,科幻,米拉·乔沃维奇,奥德·菲尔
保持通话,6.7,121414,陈木胜,2008,110,13830,558,香港,粤语,动作,动作,古天乐,徐熙媛
特洛伊,7.4,103851,沃尔夫冈·彼德森,2004,163,12953,310,美国,英语,动作,爱情,布拉德·皮特,黛安·克鲁格
导盲犬小Q,8.4,121995,崔洋一,2004,100,15775,217,日本,日语,剧情,剧情,小林薰,椎名桔平
梦之安魂曲,8.7,137994,达伦·阿伦诺夫斯基,2000,102,37992,778,美国,英语,剧情,剧情,艾伦·伯斯汀,杰瑞德·莱托
我是山姆,8.9,140686,杰茜·尼尔森,2001,132,30660,587,美国,英语,剧情,家庭,西恩·潘,达科塔·范宁
通缉令,7.4,136445,提莫·贝克曼贝托夫,2008,110,22254,797,美国,英语,动作,惊悚,詹姆斯·麦卡沃伊,摩根·弗里曼
狙击电话亭,7.9,138234,乔·舒马赫,2002,81,22332,331,美国,英语,悬疑,惊悚,科林·法瑞尔,基弗·萨瑟兰
南京！南京！,7.4,127374,陆川,2009,132,17507,3650,中国大陆,汉语普通话,剧情,历史,刘烨,高圆圆
僵尸肖恩,7.7,130931,埃德加·赖特,2004,99,25533,257,英国,英语,喜剧,恐怖,西蒙·佩吉,尼克·弗罗斯特
丑女大翻身,7.1,116185,金容华,2006,120,15648,329,韩国,韩语,喜剧,爱情,金雅中,朱镇模
夜宴,5.8,114782,冯小刚,2006,131,15867,730,中国大陆,汉语普通话,剧情,动作,章子怡,葛优
特种部队：眼镜蛇的崛起,7.3,129595,斯蒂芬·索莫斯,2009,118,19917,362,美国,英语,动作,科幻,查宁·塔图姆,西耶娜·米勒
八月迷情,8.3,131712,科斯汀·谢里丹,2007,114,29876,1009,美国,英语,剧情,爱情,乔纳森·莱斯·梅耶斯,弗莱迪·海默
巴黎，我爱你,8.3,127904,奥利维耶·阿萨亚斯/伊桑·科恩/乔尔·科恩/格斯·范·桑特/汤姆·提克威/沃尔特·塞勒斯/亚历山大·佩恩/杜可风/热拉尔·德帕迪约/阿方索·卡隆/诹访敦彦/希尔万·肖默/韦斯·克雷文/伊莎贝尔·科赛特/顾伦德·查达哈/文森佐·纳塔利,2006,120,26312,866,法国,英语,剧情,喜剧,朱丽叶·比诺什,威廉·达福
博物馆奇妙夜2,6.9,116376,肖恩·利维,2009,105,12323,421,美国,英语,喜剧,动作,本·斯蒂勒,艾米·亚当斯
碟中谍2,7.1,114966,吴宇森,2000,123,13430,88,美国,英语,动作,惊悚,汤姆·克鲁斯,多格雷·斯科特
偷拐抢骗,8.5,132484,盖·里奇,2000,104,23476,184,英国,英语,喜剧,犯罪,本尼西奥·德尔·托罗,丹尼斯·法里纳
步履不停,8.8,126227,是枝裕和,2008,115,37475,966,日本,日语,剧情,家庭,阿部宽,夏川结衣
蓝莓之夜,7.6,124490,王家卫,2007,95,25950,1202,中国大陆,英语,剧情,爱情,诺拉·琼斯,裘德·洛
叫我第一名,8.6,127644,彼得·维纳,2008,95,27757,598,美国,英语,剧情,传记,詹姆斯·沃克,特里特·威廉斯
速度与激情4,7.7,104259,林诣彬,2009,107,9747,127,美国,英语,动作,犯罪,范·迪塞尔,保罗·沃克
公主日记2,6.9,110132,盖瑞·马歇尔,2004,113,9540,60,美国,英语,喜剧,爱情,安妮·海瑟薇,朱莉·安德鲁斯
赛车总动员,7.8,112217,约翰·拉塞特/乔·兰福特,2006,117,9677,178,美国,英语,喜剧,动画,欧文·威尔逊,保罗·纽曼
神探,8.4,136857,杜琪峰/韦家辉,2007,89,29326,860,香港,粤语,动作,惊悚,刘青云,安志杰
偷心,7.8,128531,迈克·尼科尔斯,2004,104,29970,1099,美国,英语,剧情,爱情,朱莉娅·罗伯茨,裘德·洛
国家宝藏,7.6,117140,乔·德特杜巴,2004,131,9181,92,美国,英语,动作,悬疑,尼古拉斯·凯奇,黛安·克鲁格
歌剧魅影,8.5,120358,乔·舒马赫,2004,143,19624,463,英国,英语,剧情,爱情,杰拉德·巴特勒,埃米·罗森
革命之路,8.0,131262,萨姆·门德斯,2008,119,31063,2509,美国,英语,剧情,爱情,莱昂纳多·迪卡普里奥,凯特·温丝莱特
女人不坏,6.0,117376,徐克,2008,116,13773,699,中国大陆,汉语普通话,喜剧,喜剧,周迅,桂纶镁
十一罗汉,7.9,124779,史蒂文·索德伯格,2001,116,16784,101,美国,英语,惊悚,犯罪,乔治·克鲁尼,布拉德·皮特
神奇四侠,6.6,107791,蒂姆·斯托瑞,2005,106,8468,46,美国,英语,动作,科幻,艾恩·格拉法德,杰西卡·阿尔芭
死寂,7.6,129768,温子仁,2007,89,27781,238,美国,英语,悬疑,恐怖,唐尼·沃尔伯格,安贝·瓦莱塔
了不起的狐狸爸爸,8.5,134644,韦斯·安德森,2009,87,28963,327,美国,英语,喜剧,动画,乔治·克鲁尼,梅丽尔·斯特里普
拆弹部队,7.7,127670,凯瑟琳·毕格罗,2008,131,21709,724,美国,英语,剧情,惊悚,杰瑞米·雷纳,安东尼·麦凯
弱点,8.5,127927,约翰·李·汉考克,2009,129,27219,646,美国,英语,剧情,家庭,桑德拉·布洛克,蒂姆·麦格罗
鬼妈妈,8.1,127431,亨利·塞利克,2009,96,21404,555,美国,英语,动画,奇幻,达科塔·范宁,泰瑞·海切尔
律政俏佳人,7.3,105649,罗伯特·路克蒂克,2001,96,13443,229,美国,英语,喜剧,爱情,瑞茜·威瑟斯彭,卢克·威尔逊
假结婚,7.1,120789,安妮·弗莱彻,2009,108,22277,276,美国,英语,剧情,喜剧,桑德拉·布洛克,瑞恩·雷诺兹
百万美元宝贝,8.6,125485,克林特·伊斯特伍德,2004,132,22733,696,美国,英语,剧情,运动,克林特·伊斯特伍德,希拉里·斯万克
赤壁(下),6.4,108800,吴宇森,2009,142,11081,786,中国大陆,汉语普通话,剧情,动作,梁朝伟,金城武
斯巴达300勇士,7.7,107612,扎克·施奈德,2006,117,14670,377,美国,英语,动作,历史,杰拉德·巴特勒,文森特·里根
东邪西毒：终极版,8.7,114595,王家卫,2008,93,21124,661,香港,粤语,剧情,动作,张国荣,林青霞
苏州河,8.0,114997,娄烨,2000,83,26622,855,中国大陆,汉语普通话,剧情,爱情,周迅,贾宏声
星际迷航,8.0,117751,J·J·艾布拉姆斯,2009,127,19128,420,美国,英语,动作,科幻,克里斯·派恩,扎克瑞·昆图
霍元甲,6.7,108913,于仁泰,2006,104,7901,204,美国,汉语普通话,剧情,动作,李连杰,董勇
追击者,8.4,129092,罗泓轸,2008,125,31478,616,韩国,韩语,剧情,惊悚,河正宇,金允石
007：大战皇家赌场,7.5,110573,马丁·坎贝尔,2006,144,14034,265,美国,英语,动作,惊悚,丹尼尔·克雷格,伊娃·格林
追风筝的人,8.2,113919,马克·福斯特,2007,128,27483,1016,美国,英语,剧情,剧情,赫立德·阿卜杜拉,阿托莎·利奥妮
死神来了2,7.3,109081,大卫·R·艾里斯,2003,90,9091,64,美国,英语,惊悚,恐怖,艾丽·拉特,A·J·库克
通天塔,8.0,116424,亚利桑德罗·冈萨雷斯·伊纳里图,2006,143,18958,979,法国,英语,剧情,剧情,布拉德·皮特,凯特·布兰切特
夏日大作战,8.6,128823,细田守,2009,114,30916,489,日本,日语,喜剧,科幻,神木隆之介,樱庭奈奈美
大卫·戈尔的一生,8.6,123198,艾伦·帕克,2003,130,29693,691,美国,英语,剧情,悬疑,凯文·史派西,凯特·温丝莱特
空房间,8.0,112107,金基德,2004,88,22974,717,韩国,韩语,剧情,爱情,在熙,李成延
恋爱假期,7.7,115897,南希·迈耶斯,2006,138,25094,476,美国,英语,喜剧,爱情,卡梅隆·迪亚兹,凯特·温丝莱特
娜娜,7.8,105332,大谷健太郎,2005,113,17676,615,日本,日语,剧情,音乐,中岛美嘉,宫崎葵
