name,rate,rating_people,director,year,movietime,comment,review,main_country,main_language,main_genre,second_genre,main_actor,second_actor
十二宫,7.3,118462,大卫·芬奇,2007,157,22815,412,美国,英语,剧情,悬疑,杰克·吉伦哈尔,马克·鲁弗洛
无人知晓,9.1,116097,是枝裕和,2004,141,34563,807,日本,日语,剧情,剧情,柳乐优弥,北浦爱
理发师陶德,7.7,114876,蒂姆·波顿,2007,116,18382,621,美国,英语,剧情,恐怖,约翰尼·德普,海伦娜·伯翰·卡特
情癫大圣,5.3,98720,刘镇伟,2005,103,9162,241,中国大陆,粤语,剧情,喜剧,谢霆锋,蔡卓妍
名侦探柯南：贝克街的亡灵,8.9,106366,儿玉兼嗣,2002,107,14827,98,日本,日语,动画,悬疑,高山南,山口胜平
附注：我爱你,8.1,114320,理查德·拉·格拉文斯,2007,126,25174,918,美国,英语,剧情,爱情,希拉里·斯万克,杰拉德·巴特勒
电锯惊魂2,8.2,112415,达伦·林恩·鲍斯曼,2005,93,12429,127,美国,英语,悬疑,惊悚,托宾·贝尔,肖妮·史密斯
古墓丽影,7.0,97562,西蒙·韦斯特,2001,100,9484,45,美国,英语,动作,冒险,安吉丽娜·朱莉,强·沃特
盛夏光年,7.2,106274,陈正道,2006,105,18957,1011,台湾,汉语普通话,剧情,爱情,张睿家,张孝全
斗牛,7.9,109773,管虎,2009,109,20245,647,中国大陆,中文,剧情,喜剧,黄渤,闫妮
向左走．向右走,6.9,99610,杜琪峰/韦家辉,2003,95,10697,202,香港,汉语普通话,爱情,爱情,金城武,梁咏琪
兵临城下,8.4,113923,让-雅克·阿诺,2001,131,15743,279,美国,英语,剧情,历史,裘德·洛,艾德·哈里斯
十全九美,5.1,96381,王岳伦,2008,92,10770,445,中国大陆,汉语普通话,喜剧,古装,立威廉,黄奕
一个陌生女人的来信,7.5,102558,徐静蕾,2004,89,23080,1360,中国大陆,汉语普通话,剧情,爱情,徐静蕾,姜文
康斯坦丁,7.8,113123,弗朗西斯·劳伦斯,2005,121,18713,248,美国,英语,动作,惊悚,基努·里维斯,蕾切尔·薇兹
麦兜，菠萝油王子,8.0,42948,袁建滔,2004,73,5680,147,香港,粤语,剧情,喜剧,李颖贤,吴君如
汉尼拔,8.1,105710,雷德利·斯科特,2001,131,16408,269,英国,英语,惊悚,犯罪,安东尼·霍普金斯,朱丽安·摩尔
速度与激情2,7.3,87007,约翰·辛格顿,2003,107,8132,45,美国,英语,动作,犯罪,保罗·沃克,泰瑞斯·吉布森
木乃伊归来,7.4,94112,斯蒂芬·索莫斯,2001,130,6613,71,美国,英语,动作,奇幻,布兰登·费舍,蕾切尔·薇兹
换子疑云,8.4,113921,克林特·伊斯特伍德,2008,141,20572,664,美国,英语,剧情,悬疑,安吉丽娜·朱莉,盖特林·格里菲斯
人生遥控器,7.7,103986,弗兰克·克拉斯,2006,107,16494,575,美国,英语,剧情,喜剧,亚当·桑德勒,凯特·贝金赛尔
云水谣,6.9,94096,尹力,2006,117,12488,615,中国大陆,汉语普通话,剧情,爱情,陈坤,徐若瑄
面纱,8.3,110528,约翰·卡兰,2006,125,26873,1019,美国,英语,剧情,爱情,爱德华·诺顿,娜奥米·沃茨
千年女优,8.6,117452,今敏,2001,87,30493,738,日本,日语,剧情,爱情,小山茉美,饭塚昭三
速度与激情3：东京漂移,6.7,86609,林诣彬,2006,104,11071,109,美国,英语,动作,犯罪,卢卡斯·布莱克,宝娃
死神来了3,7.0,102120,黄毅瑜,2006,93,9114,115,美国,英语,惊悚,恐怖,玛丽·伊丽莎白·温斯特德,瑞恩·莫里曼
地球上的星星,8.9,112134,阿米尔·汗,2007,165,27693,930,印度,印地语,剧情,家庭,达席尔·萨法瑞,阿米尔·汗
戏梦巴黎,8.0,105993,贝纳尔多·贝托鲁奇,2003,115,24071,477,法国,英语,剧情,爱情,迈克尔·皮特,伊娃·格林
只是爱着你,8.0,101634,新城毅彦,2006,116,22564,899,日本,日语,剧情,爱情,玉木宏,宫崎葵
色即是空,7.2,90360,尹齐均,2002,96,10220,111,韩国,韩语,喜剧,爱情,任昌丁,河智苑
蝴蝶,8.6,100268,费利普·弥勒,2002,85,18331,460,法国,法语,剧情,喜剧,米歇尔·塞罗尔,柯莱儿·布翁尼许
举起手来！,6.6,73704,冯小宁,2003,87,8693,67,中国大陆,汉语普通话,喜剧,战争,郭达,潘长江
冷山,8.1,101241,安东尼·明格拉,2003,154,18178,479,美国,英语,剧情,爱情,裘德·洛,妮可·基德曼
巴黎淘气帮,8.6,110132,洛朗·蒂拉尔,2009,92,27844,248,法国,法语,喜剧,家庭,马克西姆·戈达尔,瓦莱丽·勒梅西埃
生死狙击,7.8,100774,安东尼·福奎阿,2007,124,13337,209,美国,英语,动作,悬疑,马克·沃尔伯格,凯特·玛拉
梅兰芳,6.9,97201,陈凯歌,2008,147,13368,1852,中国大陆,汉语普通话,剧情,传记,黎明,章子怡
红磨坊,7.9,100696,巴兹·鲁赫曼,2001,127,17879,349,澳大利亚,英语,剧情,爱情,妮可·基德曼,伊万·麦克格雷格
赛末点,8.1,108785,伍迪·艾伦,2005,124,26963,911,英国,英语,剧情,爱情,乔纳森·莱斯·梅耶斯,斯嘉丽·约翰逊
天降美食,7.4,101381,菲尔·罗德/克里斯托弗·米勒,2009,90,16313,207,美国,英语,喜剧,动画,比尔·哈德尔,安娜·法瑞丝
少数派报告,7.8,103684,史蒂文·斯皮尔伯格,2002,145,14806,234,美国,英语,科幻,惊悚,汤姆·克鲁斯,科林·法瑞尔
买凶拍人,8.2,105272,彭浩翔,2001,99,20267,244,香港,粤语,喜剧,动作,葛民辉,张达明
咒怨,7.4,92917,清水崇,2002,92,15992,179,日本,日语,悬疑,恐怖,奥菜惠,伊东美咲
全民情敌,7.5,95115,安迪·坦纳特,2005,118,11594,179,美国,英语,喜剧,爱情,威尔·史密斯,伊娃·门德斯
憨豆的黄金周,8.0,89215,史蒂夫·班德莱克,2007,90,9730,214,英国,英语,喜剧,喜剧,罗温·艾金森,马克思·鲍德里
杀破狼,7.3,84100,叶伟信,2005,93,10815,202,香港,粤语,剧情,动作,甄子丹,洪金宝
神秘代码,6.7,99613,亚历克斯·普罗亚斯,2009,121,15815,731,美国,英语,剧情,科幻,尼古拉斯·凯奇,钱德勒·坎特布瑞
十七岁的单车,7.8,89765,王小帅,2001,113,15132,676,中国大陆,汉语普通话,剧情,剧情,崔林,李滨
成长教育,7.7,102132,罗勒·莎菲,2009,100,27753,1265,美国,英语,剧情,剧情,凯瑞·穆里根,彼得·萨斯加德
戴珍珠耳环的少女,7.7,95234,彼得·韦柏,2003,100,20325,483,英国,英语,剧情,爱情,科林·费尔斯,斯嘉丽·约翰逊
马达加斯加2：逃往非洲,7.7,88403,埃里克·达尼尔/汤姆·麦格拉思,2008,89,7831,160,美国,英语,喜剧,动作,本·斯蒂勒,克里斯·洛克
闪电狗,7.3,89670,拜伦·霍华德/Chris Williams,2008,96,9525,304,美国,英语,喜剧,动画,约翰·特拉沃尔塔,麦莉·赛勒斯
时时刻刻,8.5,98447,史蒂芬·戴德利,2002,114,25874,1094,美国,英语,剧情,传记,梅丽尔·斯特里普,朱丽安·摩尔
浓情巧克力,8.0,92964,拉斯·霍尔斯道姆,2000,121,16207,355,英国,英语,剧情,爱情,约翰尼·德普,朱丽叶·比诺什
七磅,8.1,97872,加布里埃莱·穆奇诺,2008,123,15365,804,美国,英语,剧情,剧情,威尔·史密斯,罗莎里奥·道森
守望者,8.3,102046,扎克·施奈德,2009,162,23703,594,美国,英语,动作,科幻,帕特里克·威尔森,卡拉·古奇诺
热血警探,8.3,104985,埃德加·赖特,2007,121,24044,332,美国,英语,喜剧,动作,西蒙·佩吉,尼克·弗罗斯特
火柴人,8.2,98026,雷德利·斯科特,2003,116,16896,316,美国,英语,剧情,喜剧,尼古拉斯·凯奇,山姆·洛克威尔
天使之恋,7.4,92444,寒竹百合,2009,119,24643,354,日本,日语,剧情,爱情,佐佐木希,谷原章介
麦兜响当当,7.4,88986,谢立文,2009,81,15974,582,中国大陆,汉语普通话,喜剧,动画,黄渤,黄秋生
牛仔裤的夏天,7.6,87957,肯·卡皮斯,2005,119,13487,332,美国,英语,剧情,喜剧,爱波·塔布琳,阿丽克西斯·布莱德尔
伤城,6.8,83905,刘伟强/麦兆辉,2006,110,10078,662,中国大陆,粤语,剧情,惊悚,梁朝伟,金城武
亲切的金子,7.6,98295,朴赞郁,2005,115,20365,405,韩国,韩语,剧情,惊悚,李英爱,崔岷植
幻影凶间,7.4,101960,米凯尔·哈弗斯特罗姆,2007,104,18954,330,美国,英语,惊悚,恐怖,约翰·库萨克,塞缪尔·杰克逊
贱女孩,6.8,88486,马克·沃特斯,2004,97,12195,122,美国,英语,喜剧,喜剧,琳赛·洛翰,瑞秋·麦克亚当斯
怪物史瑞克2,7.6,77860,安德鲁·亚当森/凯利·阿斯博瑞/康拉德·弗农,2004,93,4840,41,美国,英语,喜剧,动画,麦克·梅尔斯,艾迪·墨菲
孔雀,7.9,85312,顾长卫,2005,136,14852,792,中国大陆,汉语普通话,剧情,家庭,张静初,冯瓅
电锯惊魂3,7.9,91076,达伦·林恩·鲍斯曼,2006,108,9507,134,美国,英语,悬疑,惊悚,托宾·贝尔,肖妮·史密斯
偷天换日,7.6,88581,F·加里·格雷,2003,111,11578,84,美国,英语,动作,惊悚,马克·沃尔伯格,查理兹·塞隆
暴力街区,8.0,88147,皮埃尔·莫瑞尔,2004,84,11913,135,法国,法语,动作,犯罪,塞瑞尔·拉菲利,大卫·贝利
杀手没有假期,8.1,98525,马丁·麦克唐纳,2008,107,22415,645,英国,英语,剧情,喜剧,科林·法瑞尔,布莱丹·格里森
国家宝藏：夺宝秘笈,7.1,81913,乔·德特杜巴,2007,124,6627,245,美国,英语,喜剧,动作,尼古拉斯·凯奇,贾斯汀·巴萨
终结者3,7.2,77498,乔纳森·莫斯托,2003,109,5338,46,美国,英语,动作,科幻,阿诺·施瓦辛格,尼克·斯塔尔
欲望都市,7.7,85281,迈克尔·帕特里克·金,2008,145,13225,698,美国,英语,剧情,喜剧,莎拉·杰茜卡·帕克,金·凯特罗尔
狗镇,8.4,95048,拉斯·冯·提尔,2003,178,25165,1063,丹麦,英语,剧情,悬疑,妮可·基德曼,哈里特·安德森
盲山,8.5,89506,李杨,2007,95,24779,1199,中国大陆,四川话,剧情,犯罪,黄璐,杨幼安
小鸡快跑,7.5,78578,彼得·洛伊德/尼克·帕克,2000,84,6907,38,英国,英语,喜剧,动画,菲尔·丹尼尔斯,梅尔·吉布森
木乃伊3,5.5,75695,罗伯·科恩,2008,112,8635,517,美国,英语,动作,惊悚,布兰登·费舍,李连杰
超市夜未眠,7.8,90573,西恩·埃利斯,2006,102,18248,490,英国,英语,剧情,喜剧,肖恩·比格斯代夫,艾米莉娅·福克斯
纽约，我爱你,7.6,91848,法提赫·阿金/伊万·阿达勒/Randall Balsmeyer/艾伦·休斯/岩井俊二/姜文/谢卡尔·卡普尔/乔舒亚·马斯顿/米拉·奈尔/娜塔莉·波特曼/布莱特·拉特纳,2009,103,20452,475,美国,英语,剧情,爱情,海登·克里斯滕森,娜塔莉·波特曼
死神来了4,6.4,85538,大卫·R·艾里斯,2009,82,11483,166,美国,英语,惊悚,恐怖,鲍比·坎波,珊特尔·范圣滕
风雨哈佛路,8.1,89665,彼得·勒文,2003,104,20778,726,美国,英语,剧情,传记,索拉·伯奇,MakylaSmith
那小子真帅,6.8,73538,李焕庆,2004,114,9258,78,韩国,韩语,喜剧,爱情,宋承宪,郑多彬
憨豆特工,7.5,74116,彼得·休伊特,2003,88,7004,36,英国,英语,喜剧,动作,罗温·艾金森,约翰·马尔科维奇
立春,8.1,83748,顾长卫,2007,101,18500,1738,中国大陆,晋语,剧情,剧情,蒋雯丽,张瑶
名侦探柯南：通向天国的倒计时,8.5,75626,儿玉兼嗣,2001,100,6589,40,日本,日语,动作,动画,高山南,山崎和佳奈
花木兰,6.2,79955,马楚成,2009,114,14972,997,中国大陆,汉语普通话,剧情,爱情,赵薇,陈坤
千机变,5.8,69666,林超贤/甄子丹,2003,88,5308,20,香港,粤语,喜剧,动作,钟欣潼,蔡卓妍
黑社会,8.1,86606,杜琪峰,2005,100,13394,250,香港,汉语普通话,剧情,惊悚,任达华,梁家辉
触不到的恋人,7.7,81837,亚历杭德罗·阿格雷斯蒂,2006,99,14210,467,美国,英语,剧情,爱情,基努·里维斯,桑德拉·布洛克
加菲猫2,7.4,67373,Tim Hill,2006,78,4961,79,英国,英语,喜剧,家庭,比尔·默瑞,布瑞金·梅耶
侏罗纪公园3,7.1,68930,乔·庄斯顿,2001,92,5620,43,美国,英语,动作,科幻,山姆·尼尔,威廉姆·H·梅西
爱情呼叫转移Ⅱ：爱情左右,5.2,77382,张建亚,2008,110,7990,508,中国大陆,汉语普通话,喜剧,爱情,林嘉欣,邓超
无间道风云,7.2,87845,马丁·斯科塞斯,2006,151,16695,376,美国,英语,剧情,惊悚,莱昂纳多·迪卡普里奥,马特·达蒙
007：大破量子危机,6.5,77232,马克·福斯特,2008,106,7874,461,英国,英语,动作,惊悚,丹尼尔·克雷格,朱迪·丹奇
我在伊朗长大,8.7,86162,文森特·帕兰德/玛嘉·莎塔琵,2007,96,17641,504,法国,法语,剧情,动画,齐雅拉·马斯楚安尼,达尼埃尔·达里约
玩命快递,7.2,78495,元奎/路易斯·莱特里尔,2002,92,8466,71,法国,英语,动作,犯罪,杰森·斯坦森,舒淇
舞出我人生,7.6,75127,安妮·弗莱彻,2006,104,10047,146,美国,英语,剧情,爱情,查宁·塔图姆,珍娜·迪万
导火线,7.0,75763,叶伟信,2007,88,8364,228,香港,粤语,动作,动作,甄子丹,古天乐
十二罗汉,7.2,79863,史蒂文·索德伯格,2004,125,8931,62,美国,英语,惊悚,犯罪,乔治·克鲁尼,布拉德·皮特
歌舞青春2,7.2,69304,肯尼·奥特加,2007,104,5425,54,美国,英语,剧情,喜剧,扎克·埃夫隆,凡妮莎·哈金斯
逃出克隆岛,7.1,79706,迈克尔·贝,2005,136,10565,222,美国,英语,动作,爱情,伊万·麦克格雷格,斯嘉丽·约翰逊
千机变Ⅱ花都大战,5.3,68244,元奎/梁柏坚,2004,106,4741,15,中国大陆,粤语,喜剧,动作,钟欣潼,蔡卓妍
绿巨人浩克,6.6,71378,李安,2003,138,9121,114,美国,英语,剧情,动作,艾瑞克·巴纳,詹妮弗·康纳利
预见未来,7.1,78181,李·塔玛霍瑞,2007,96,7959,234,美国,英语,动作,科幻,尼古拉斯·凯奇,朱丽安·摩尔
灵魂战车,6.5,73000,马克·斯蒂文·约翰逊,2007,114,7433,118,美国,英语,动作,惊悚,尼古拉斯·凯奇,伊娃·门德斯
三枪拍案惊奇,4.6,85474,张艺谋,2009,95,19712,999,中国大陆,汉语普通话,喜剧,悬疑,小沈阳,闫妮
银河系漫游指南,8.1,86503,加斯·詹宁斯,2005,109,20906,212,美国,英语,喜剧,科幻,马丁·弗瑞曼,茅斯·达夫
夏日么么茶,6.7,68557,马楚成,2000,98,5846,64,香港,粤语,喜剧,爱情,郑秀文,任贤齐
芝加哥,8.7,84832,罗伯·马歇尔,2002,113,20038,266,美国,英语,喜剧,歌舞,蕾妮·齐薇格,凯瑟琳·泽塔-琼斯
我们俩,8.7,79234,马俪文,2005,88,15834,589,中国大陆,汉语普通话,剧情,剧情,宫哲,金雅琴
神奇四侠2,6.3,66852,蒂姆·斯托瑞,2007,92,5240,64,美国,英语,动作,科幻,艾恩·格拉法德,杰西卡·阿尔芭
花好月圆,6.0,62524,叶锦鸿,2004,105,3903,15,香港,粤语,喜剧,爱情,杨千嬅,任贤齐
名侦探柯南：迷宫的十字路口,8.3,71228,儿玉兼嗣,2003,107,7694,49,日本,日语,动画,悬疑,高山南,山崎和佳奈
热血高校,7.8,84329,三池崇史,2007,130,16615,233,日本,日语,动作,惊悚,小栗旬,山田孝之
天使与魔鬼,7.3,83486,朗·霍华德,2009,138,13998,482,美国,英语,悬疑,惊悚,汤姆·汉克斯,伊万·麦克格雷格
可爱的骨头,7.1,84357,彼得·杰克逊,2009,135,20096,604,美国,英语,剧情,惊悚,西尔莎·罗南,马克·沃尔伯格
比悲伤更悲伤的故事,7.7,76016,元泰渊,2009,105,17907,767,韩国,韩语,爱情,爱情,权相宇,李凡秀
机械师,7.6,79153,布拉德·安德森,2004,101,16387,268,西班牙,英语,剧情,悬疑,克里斯蒂安·贝尔,詹妮弗·杰森·李
名侦探柯南：瞳孔中的暗杀者,8.2,66183,儿玉兼嗣,2000,100,5607,51,日本,日语,剧情,动画,茶风林,千叶一伸
苹果,6.6,73670,李玉,2007,112,12496,691,中国大陆,汉语普通话,剧情,情色,梁家辉,佟大为
古墓丽影2,6.5,42675,扬·德·邦特,2003,117,3819,25,美国,英语,动作,冒险,安吉丽娜·朱莉,杰拉德·巴特勒
魔术师,7.6,78401,尼尔·博格,2006,110,13970,270,美国,英语,剧情,爱情,爱德华·诺顿,保罗·吉亚玛提
朱莉与朱莉娅,8.0,82379,诺拉·艾芙隆,2009,123,21374,788,美国,英语,剧情,传记,梅丽尔·斯特里普,艾米·亚当斯
终结者2018,6.7,71655,约瑟夫·麦克金提·尼彻,2009,115,8568,483,美国,英语,动作,科幻,克里斯蒂安·贝尔,萨姆·沃辛顿
东京审判,7.3,66980,高群书,2006,111,7049,341,中国大陆,英语,剧情,历史,刘松仁,朱孝天
天水围的日与夜,8.6,80961,许鞍华,2008,90,20438,1106,香港,粤语,剧情,家庭,鲍起静,陈丽云
最好的时光,7.6,72149,侯孝贤,2005,130,16967,578,台湾,汉语普通话,剧情,爱情,舒淇,张震
赤裸特工,6.3,70447,程小东,2002,92,8899,50,香港,英语,剧情,动作,李美琪,安雅
看上去很美,7.9,70226,张元,2006,92,14551,681,中国大陆,汉语普通话,剧情,喜剧,董博文,宁元元
韩城攻略,6.1,63481,马楚成,2005,95,3939,8,香港,粤语,剧情,喜剧,梁朝伟,任贤齐
电锯惊魂4,7.7,73847,达伦·林恩·鲍斯曼,2007,93,6813,111,美国,英语,悬疑,惊悚,托宾·贝尔,科斯塔斯·曼迪勒
名侦探柯南：漆黑的追踪者,7.4,67732,山本泰一郎,2009,107,8715,196,日本,日语,动画,悬疑,高山南,山崎和佳奈
BJ单身日记2：理性边缘,7.2,72955,比班·基德龙,2004,108,12473,162,英国,英语,喜剧,爱情,蕾妮·齐薇格,科林·费尔斯
落叶归根,7.6,67267,张杨,2007,110,8763,447,中国大陆,汉语普通话,剧情,喜剧,赵本山,郭德纲
证人,7.2,74755,林超贤,2008,109,9500,357,香港,粤语,动作,惊悚,谢霆锋,张静初
名侦探柯南：侦探们的镇魂歌,7.7,63623,山本泰一郎,2006,111,5083,66,日本,日语,动画,悬疑,高山南,山崎和佳奈
王的男人,6.9,67484,李濬益,2005,119,10784,396,韩国,韩语,剧情,惊悚,甘宇成,李准基
范海辛,7.1,71227,斯蒂芬·索莫斯,2004,131,8422,126,捷克,英语,剧情,动作,休·杰克曼,凯特·贝金赛尔
结婚大作战,6.6,72327,盖瑞·温尼克,2009,89,9999,324,美国,英语,喜剧,爱情,安妮·海瑟薇,凯特·哈德森
黑夜传说,7.4,72469,伦·怀斯曼,2003,121,7998,83,英国,英语,动作,惊悚,凯特·贝金赛尔,斯科特·斯比德曼
我的初恋情人,7.3,70165,新城毅彦,2009,122,16533,281,日本,日语,剧情,爱情,井上真央,冈田将生
钟无艳,6.8,60517,杜琪峰/韦家辉,2001,123,8519,145,香港,粤语,喜剧,奇幻,郑秀文,梅艳芳
K歌情人,7.5,74032,马克·劳伦斯,2007,96,16124,298,美国,英语,喜剧,爱情,休·格兰特,德鲁·巴里摩尔
好好先生,7.6,73779,佩顿·里德,2008,104,11332,394,美国,英语,喜剧,爱情,金·凯瑞,佐伊·丹斯切尔
触不到的恋人,7.9,68717,李铉升,2000,105,12346,352,韩国,韩语,爱情,奇幻,全智贤,李政宰
刺猬的优雅,8.8,75854,莫娜·阿查切,2009,100,23475,953,法国,法语,剧情,剧情,若西安·巴拉斯科,佳朗丝·勒·吉耶米克
黑暗中的舞者,8.2,68233,拉斯·冯·提尔,2000,140,14049,784,丹麦,英语,剧情,歌舞,比约克,凯瑟琳·德纳芙
名侦探柯南：银翼的魔术师,7.9,61503,山本泰一郎,2004,108,4887,28,日本,日语,动画,悬疑,高山南,山口胜平
恐怖蜡像馆,6.9,70820,佐米·希尔拉,2005,113,11009,126,美国,英语,惊悚,恐怖,伊丽莎·库斯伯特,查德·迈克尔·墨瑞
飞行家,8.0,73084,马丁·斯科塞斯,2004,170,13410,189,美国,英语,剧情,传记,莱昂纳多·迪卡普里奥,凯特·布兰切特
异度空间,7.4,66158,罗志良,2002,100,10307,214,香港,粤语,剧情,恐怖,张国荣,林嘉欣
纳尼亚传奇2：凯斯宾王子,6.8,66201,安德鲁·亚当森,2008,150,7008,338,美国,英语,动作,奇幻,乔芝·韩莉,斯堪德·凯恩斯
十三罗汉,7.4,68578,史蒂文·索德伯格,2007,122,7487,93,美国,英语,惊悚,犯罪,乔治·克鲁尼,布拉德·皮特
辛普森一家,8.4,67477,大卫·斯沃曼,2007,87,10037,155,美国,英语,喜剧,动画,丹·卡斯泰兰尼塔,朱莉·卡夫娜
三峡好人,8.1,68281,贾樟柯,2006,107,13257,893,中国大陆,四川话,剧情,爱情,赵涛,韩三明
快乐的大脚,7.4,62810,乔治·米勒/沃伦·科尔曼/朱迪·莫里斯,2006,108,6573,163,澳大利亚,英语,喜剧,爱情,伊莱贾·伍德,布莱特妮·墨菲
星球大战前传3：西斯的复仇,8.3,67446,乔治·卢卡斯,2005,140,7935,142,美国,英语,动作,科幻,伊万·麦克格雷格,娜塔莉·波特曼
无姓之人,8.2,76743,雅克·范·多梅尔,2009,141,22473,628,加拿大,英语,剧情,爱情,杰瑞德·莱托,萨拉·波莉
