name,rate,rating_people,director,writer,actor,genre,place,language,year,movietime
初学者,7.8,18181,迈克·米尔斯,迈克·米尔斯,伊万·麦克格雷格/克里斯托弗·普卢默/梅拉尼·罗兰/高兰·维斯耶克/凯·伦诺克斯/玛丽·佩吉·科勒尔/齐纳·萨维尔斯/梅丽莎·唐/阿曼达·佩顿/卢·泰勒·普奇/班巴德贾恩·班巴/乔迪·朗/布鲁斯·弗兰奇/JenniferHasty/RodneySaulsberry/CatherineMcGoohan/特里·沃尔特斯/AlgeritaWynnLewis/雷吉娜·麦基·雷德翁/JoseYenque/SethT.Walker/Cosmo/弗雷德里克·基夫/雪莱·罗伯森,剧情/喜剧/爱情/同性,美国,英语/法语,2010,105
活在当下,7.6,13614,欧·帕克,欧·帕克,达科塔·范宁/杰瑞米·艾文/卡雅·斯考达里奥/帕迪·康斯戴恩/奥莉维亚·威廉姆斯,剧情/爱情,英国,英语,2012,103
暴龙,7.6,4447,帕迪·康斯戴恩,帕迪·康斯戴恩,彼得·穆兰/奥利维娅·科尔曼/山缪尔·博顿利/希安·布莱金/保罗·帕波维尔/埃迪·马森/奈德·丹内利/ArchieLal/JagSanghera/MikeFearnley/PaulConway/LeeRufford/JuliaMallam/PiersMettrick,剧情,英国,英语,2011,91
黑暗弥漫,7.6,4121,阿格涅丝卡·霍兰,大卫·F·沙蒙,罗伯特·温茨凯维奇/本诺·菲尔曼/阿格涅兹卡·格罗乔斯卡/玛丽亚·施拉德/赫伯特·克瑙普/马尔钦·博萨克/克日什托夫·斯科涅茨尼/米拉·班科夫茨,剧情/战争,波兰/德国/加拿大,波兰语/乌克兰语/意第绪语/德语,2011,138
X医生：外科医生大门未知子,7.6,2747,田村直己,中园美保,米仓凉子/远藤宪一/内田有纪/胜村政信/铃木浩介/岸部一德/西田敏行/生濑胜久/伊野尾慧/青木崇高/桥本爱实/岸本加世子/桥爪功/北野武,剧情/悬疑,日本,日语,2016,108
当我们17岁,7.6,2680,安德烈·泰希内,瑟琳·席安玛,桑德琳娜·基贝兰/卡西·莫泰·克莱恩/柯朗坦·菲拉/亚历谢斯·罗莱特/让·弗罗内德/MamaPrassinos/GérardLabelle/VanessaDuran,剧情/爱情/同性,法国,法语/西班牙语,2016,116
小花的味噌汤,7.6,1399,水田伸生,西田征史,大仓忠义/尾野真千子/芦田爱菜/片冈鹤太郎/真野响子/北见敏之/大谷直子/大杉涟/田中裕子,剧情/家庭,日本,日语,2014,110
避风港湾,7.6,1304,克斯汀·卡尔胡珀,杰克·布莱亚特,汤姆·沃帕特/迈克尔·格兰特/格雷戈里·哈里森/詹妮弗·泰勒/乔什·格林/莉莉·安·哈里森/汤姆·马洛伊/丽萨·瓦加/丹尼斯·多拉多/迈克尔·卡迪尔/乔安娜·哈灵顿/戴尔·韦德·戴维斯/苏珊·阿瑟/玛德琳·伯尔/彼得·多伊尔,剧情/同性/家庭,美国,英语,2016,90
亲密治疗,7.5,11009,本·列文,本·列文,约翰·浩克斯/海伦·亨特/穆恩·布拉得古德/AnnikaMarks/威廉姆·H·梅西/W·厄尔·布朗,剧情,美国,英语,2012,95
生在幼子,7.5,2569,三岛有纪子,荒井晴彦,浅野忠信/田中丽奈/南沙良/镰田莱树/新井美羽/水泽绅吾/池田成志/宫藤官九郎/寺岛忍,剧情/家庭,日本,日语,2017,127
爱的就是你,7.4,10943,查理·麦克道威尔,贾斯汀·莱徳,马克·杜普拉斯/伊丽莎白·莫斯/特德·丹森/玛丽·玛特琳/玛丽·斯汀伯根/KianaCason/KaitlynDodson/LoriFarrar/TimPeddicord/SeanO'Malley/查理·麦克道威尔,爱情/科幻/惊悚,美国,英语,2014,91
泽西男孩,7.4,3829,克林特·伊斯特伍德,马歇尔·布瑞克曼,文森特·皮亚扎/约翰·劳埃德·扬/史蒂夫·斯基里帕/克里斯托弗·沃肯/凯瑟琳·纳杜奇/卢·沃尔普/弗朗西斯卡·伊斯特伍德/芙蕾雅·廷利/麦克·道尔/詹姆斯·马迪欧/比利·加德尔/杰里米·卢克/西恩·瓦兰/埃里克·贝尔根/迈克尔·帕特里克·麦克吉尔,剧情/音乐/歌舞/传记,美国,英语,2014,134
沙漠驼影,7.4,3117,约翰·卡兰,马里昂·尼尔森,米娅·华希科沃斯卡/亚当·德赖弗/艾玛·布斯/杰西卡·托维/梅拉妮·萨内蒂/赖纳·博克/莉莉·皮尔斯/罗伯特·科尔比/蒂姆·罗杰斯/卡罗尔·伯恩斯,传记,澳大利亚,英语,2013,110
男人与鸡,7.4,2546,安诺斯·托马斯·延森,安诺斯·托马斯·延森,麦斯·米科尔森/尼古拉·雷·卡斯/大卫·丹席克/尼可拉斯·布若/索伦·莫灵/丽克·路易丝·安德森/碧尔特·诺伊曼/利斯贝特·达尔/波笛·约根森/OleThestrup/KirstenLehfeldt/StigHoffmeyer/杰尔德·诺加德/LarsLunøe,剧情/喜剧,丹麦,丹麦语,2015,100
失踪顺序,7.3,2187,汉斯·皮特·莫郎,基姆·弗帕兹·艾克森,斯特兰·斯卡斯加德/克里斯托弗·海维尤/比吉特·约尔特·索伦森/布鲁诺·甘茨/帕尔·斯维尔·哈根/托拜厄斯·桑特尔曼/谢尔盖·特里富诺维奇/彼得·安德森/安德斯·巴斯莫·克里斯蒂安森/斯蒂格·亨里克·霍夫/雅各布·奥福特布罗/大卫·樱井/戈兰·纳沃耶克/AtleAntonsen,剧情/喜剧/惊悚/犯罪,挪威/瑞典,挪威语/瑞典语/丹麦语/英语/塞尔维亚语/德语,2014,115
川流之岛,7.3,1933,詹京霖,詹京霖,尹馨/郑人硕/陈鼎中/郑伃庭/戴若梅/刘明勋/蔡祥,剧情,台湾,汉语普通话/闽南语,2016,98
临时保姆2,7.3,1579,尼可拉斯·本纳莫/菲利普·拉肖,朱利安·阿鲁蒂,菲利普·拉肖/爱丽丝·戴维/樊尚·德扎尼亚/塔雷克·布达里/克里斯蒂昂·克拉维埃/朱利安·阿鲁蒂/夏洛特·加布里斯/格雷瓜尔·鲁迪格/瓦莱丽亚娜·德·维伦纽夫/大卫·马赛/艾罗娣·方坦/艾莉莎·巴奇尔·贝/瓦蕾丽·卡尔桑迪/杰罗姆·芒德尔/约瑟芬·德雷,喜剧,法国,法语,2015,93
猛鬼毕业典礼,7.1,7133,哈维尔·鲁伊斯·卡尔德拉,Cristóbal Garrido,劳尔·阿雷瓦洛/亚历山德拉·希门内斯/哈维尔·博多洛/安娜·卡斯蒂罗/安德烈娅·杜罗/奥拉·加里多/亚历克斯·马朗尼/海梅·奥利亚斯/卡洛斯·阿雷塞斯/西尔维娅·阿夫里尔/路易斯·巴雷拉/埃莱娜·伊鲁雷塔,喜剧/奇幻/冒险,西班牙,西班牙语,2012,88
名侦探柯南特典：通往大阪什锦煎饼的艰险之路,7.1,4626,青山刚昌,青山刚昌,高山南,动画/悬疑,日本,日语,2010,25
殿下，给点利息,7.1,3757,中村义洋,中村义洋,阿部隆史/瑛太/妻夫木聪/竹内结子/寺胁康文/古关安广/千叶雄大/桥本一郎/中本贤/西村雅彦/松田龙平/草笛光子/山崎努/羽生结弦,喜剧/历史,日本,日语,2016,129
白昼之雨,7.0,6132,吉田恵辅,古谷实,森田刚/滨田岳/佐津川爱美/室毅/驹木根隆介/山田真步/大竹真,惊悚/犯罪,日本,日语,2016,99
光辉岁月,7.0,3599,崔正烈,崔正烈,金志洙/金俊勉/柳俊烈/金喜赞/金烔完,剧情,韩国,韩语,2015,93
在异国,6.9,3180,洪尚秀,洪尚秀,伊莎贝尔·于佩尔/刘俊相/郑有美/文素丽/尹汝贞/文成根/权海虓,剧情/爱情,韩国,韩语/法语/英语,2012,89
船长哈洛克,6.8,5106,荒牧伸志,松本零士,三浦春马/小栗旬/苍井优/古田新太/福田彩乃/小林清志/森川智之/大塚周夫/坂本真绫/泽城美雪,科幻/动画,日本,日语,2013,115
致命录像带2,6.8,3935,西蒙·巴雷特/杰森·埃森纳/加雷斯·埃文斯/格雷格·黑尔/艾德亚多·桑奇兹/提莫·塔哈亚托/亚当·温加德,提莫·塔哈亚托,凯尔西·艾博特/汉娜·阿尔·拉希德/FachryAlbar/奥卡·安塔拉/BetteCassatt,惊悚/恐怖,美国/加拿大/印尼,英语/印尼语,2013,96
超时空传输,6.7,4005,Tony Elliott,Tony Elliott,罗比·阿美尔/瑞切尔·泰勒/肖恩·本森/亚当·布切/坦图·卡丁诺/GrayPowell/JacobNeayem/杰米斯皮尔切克,科幻,美国,英语,2016,88
魔法禁书目录,6.6,2257,锦织博,吉野弘幸,阿部敦/井口裕香/三泽纱千香/日笠阳子/佐仓绫音/佐藤利奈/新井里美/丰崎爱生/伊藤加奈惠/谷山纪章/种田梨沙/潘惠美/濑户麻沙美/伊藤静/胜杏里/古山贵实子/佐佐木望/冈本信彦/日高里菜/甲斐田裕子/川澄绫子/关俊彦/寿美菜子/户松遥/南条爱乃/川原庆久/能登麻美子/藤村步/仲野裕/斧敦/岛崎信长/村田太志/高森奈津美/大西沙织/石川界人/松冈祯丞,剧情/动画,日本,日语,2013,90
妖精的尾巴剧场版：凤凰的巫女,6.6,1512,藤森雅也,十川诚志,柿原彻也/平野绫/钉宫理惠/中村悠一/大原沙耶香/佐藤聪美/堀江由衣/远藤绫/金井美香/辻亲八/小野凉子/羽多野涉/东地宏树/中原麻衣/喜多村英梨/安元洋贵/樱井浩美/伊濑茉莉也/小西克幸/诹访部顺一/川原庆久/新井里美/井口祐一/岸尾大辅/泽城美雪/白熊宽嗣/宫田幸季/森久保祥太郎/石井康嗣/生天目仁美/游佐浩二/大木民夫/挂川裕彦/冈田圭右/吉木梨纱/FROGMAN,动画,日本,日语,2012,86
忘了去懂你,6.5,5195,权聆,权聆,陶虹/郭晓东/王紫逸/张一白,剧情/家庭,中国大陆,汉语普通话,2014,89
秘鲁大冒险,6.5,3432,安立奎·高德,贝洛妮卡·费尔南德斯,凯瑞·莎勒/菲奥娜·格拉斯科特/亚当·詹姆斯/路易斯·麦克劳德,动画/冒险,西班牙,英语/西班牙语,2012,92
娚的一生,6.5,2291,广木隆一,西炯子(原作),荣仓奈奈/丰川悦司/安藤樱/前野朋哉/落合扶树/根岸季衣/滨田麻里/德井优/木野花/美波Minami/岩佐真悠子/绀野千春/朝倉えりか/若林瑠海/坂口健太郎/向井理,剧情,日本,日语,2014,119
庇护所,6.4,5403,曼斯·马林德/比约恩·史坦,迈克尔·库尼,乔纳森·莱斯·梅耶斯/朱丽安·摩尔/杰弗里·德曼/弗兰西丝·康罗伊/内森·科德里,悬疑/惊悚/恐怖,美国,英语,2010,112
动物园看守,6.3,9259,沃尔特·拜克,斯科特·阿姆斯特朗,凯文·詹姆斯/罗莎里奥·道森/莱丝莉·比伯/郑肯/唐尼·沃尔伯格/JoeRogan/奈特·法松/SteffianaDeLaCruz/尼克·巴凯/杰姬·桑德勒/尼古拉斯·特图罗/ThomasGottschalk/布兰登基纳/RobinBakay/加里·瓦伦廷,喜剧/爱情/家庭,美国,英语,2011,102
萤之光,6.3,9003,吉野洋,秀乐沙鹭,绫濑遥/藤木直人/板谷由夏/安田显/手越祐也/松雪泰子,剧情,日本,日语,2012,109
迷踪：第九鹰团,6.3,8317,凯文·麦克唐纳,Jeremy Brock,查宁·塔图姆/马克·斯特朗/杰米·贝尔/唐纳德·萨瑟兰/塔哈·拉希姆/IstvánGöz/BenceGerö/丹尼斯·欧哈拉/PaulRitter/若尔特·拉斯洛/JulianLewisJones/AladárLaklóth,剧情,美国,英语/苏格兰盖立语,2011,114
暗色天堂,6.3,5397,袁剑伟,袁剑伟,张学友/林嘉欣/泰臣/卓韵芝/罗兰/苏志威/韦罗莎/卫诗雅/黄秋生/王喜,剧情,香港,粤语,2016,99
假装热情,6.3,2280,郑基训,郑基训,郑在咏/朴宝英/吴达洙/卓在勋/柳贤静/柳德焕/陈庆/尹均相,喜剧,韩国,韩语,2015,106
分贝人生,6.3,1961,陈胜吉,陈胜吉,张艾嘉/陈泽耀/陈彦雯/叶朝明/刘界辉/颜薇恩,剧情,马来西亚,汉语普通话/粤语/马来语,2017,91
欢乐时光谋杀案,6.3,1495,布赖恩·汉森,托德·博格,梅丽莎·麦卡西/伊丽莎白·班克斯/乔尔·麦克哈尔/玛娅·鲁道夫/莱斯利·大卫·贝克/布赖恩·汉森/欧阳万成/比尔·巴雷塔/吴辛惠/瑞安·高卢/米奇·席尔帕/胡安娜·布斯彻,喜剧/动作/悬疑/犯罪,美国,英语,2018,91
小意大利,6.3,1482,唐纳德·佩特瑞,史蒂夫·加卢西奥,艾玛·罗伯茨/海登·克里斯滕森/艾莉莎·米兰诺/丹尼·爱罗/安德列·马丁/简·西摩/盖里·巴萨拉巴/亚当费拉拉/琳达·卡辛/克里斯蒂娜·罗塞托,喜剧/爱情,加拿大/美国,英语,2018,102
炼狱信使,6.2,1468,让-斯蒂芬·萨瓦尔,强尼·希施贝格尔,乔·科尔/波姆恰努克·马布兰/维他亚·潘斯林加姆/潘亚·伊蒙姆海/尼古拉斯·谢克,动作/传记/犯罪,英国/法国/中国大陆/柬埔寨/美国,英语/泰语,2017,117
小鬼当家5,6.0,3940,彼得·休伊特,Aaron Ginsburg,马尔科姆·麦克道威尔/祖蒂·弗兰/爱德华·阿斯纳,喜剧,美国,英语,2012,88
心中的恶魔,5.8,2430,William Brent Bell,William Brent Bell,FernandaAndrade/SimonQuarterman/EvanHelmuth/IonutGrama/SuzanCrowley,惊悚/恐怖,美国,英语,2012,87
华丽之后,5.7,5430,麦曦茵,麦曦茵,容祖儿/胡歌/杜汶泽/林欣彤/陈家乐/刘浩龙/冼色丽,爱情/音乐,香港,汉语普通话/粤语,2012,102
网聘女伴,5.6,2760,杰克·西曼斯基,安德鲁·J·科恩,扎克·埃夫隆/安娜·肯德里克/奥布瑞·普拉扎/亚当·德维尼/斯蒂芬·鲁特/斯蒂芬妮·法拉希/布兰斯康比·里奇蒙德/爱丽丝·韦特兰德/山姆·理查森/舒格·林·彼尔德/温蒂·威廉姆斯,喜剧/爱情/冒险,美国,英语,2016,98
黄沙武士,5.3,5136,李升茂,李升茂 ,张东健/凯特·波茨沃斯/杰弗里·拉什/丹尼·赫斯顿/托尼·考克斯/狄龙,动作/西部/奇幻,新西兰/韩国,英语,2010,100
大闹西游,5.3,1247,马系海,张琛,孙晔/沈达威/陶典/刘北辰,喜剧/动画/冒险,中国大陆,汉语普通话,2018,92
夺命心跳,5.1,4797,张琦,张琦,林熙蕾/梁家辉/黄维德/安雅,悬疑/惊悚,中国大陆,汉语普通话,2011,93
活该你单身,5.0,11876,蔡心,蔡心,贺军翔/林心如/吴大维/高菲/张超/爱戴/王刚/陶虹/赵雅芝/何洁,喜剧/爱情,中国大陆,汉语普通话,2010,94
赛尔号大电影3之战神联盟,4.7,2997,王章俊/殷玉麒,王章俊,杨欧/张安琪/樊俊航/苏鑫/贾志超/刘钦/夏磊/杨梦露/孟祥龙/游军,动画/儿童/冒险,中国大陆,汉语普通话,2013,103
大玩家,4.6,5820,牛朝阳,牛朝阳,钟欣潼/谢娜/孙兴/雪村/莫少聪/杨丽菁/姜宏波/梁天/傅艺伟/那威/赵燕国彰/方青卓/罗中旭/曹操/李修贤/焦恩俊/斯琴高娃/霍思燕,喜剧,中国大陆,汉语普通话,2010,95
B区32号,2.3,5862,吕建民,张二,邓紫衣/唐宸禹/李锐,剧情/惊悚/恐怖,中国大陆,汉语普通话,2011,89
帷幕：波洛的最后一案,9.1,1116,希提·麦克唐纳,阿加莎·克里斯蒂,大卫·苏切/休·弗拉瑟/艾丹·麦克阿德尔/艾丽丝·奥尔尤因/海伦·巴克森代尔/大卫·叶兰德,悬疑/犯罪,英国,英语,2013,90
鬼灯的冷彻,8.9,1316,镝木宏,後藤みどり,安元洋贵/游佐浩二/小仓唯/佐藤聪美/平川大辅/青山桐子/柿原彻也/小山力也/堀内贤雄,动画,日本,日语,2015,25
小林家的龙女仆,8.4,1027,武本康弘,山田由香,田村睦心/桑原由气/高田忧希,喜剧/动画,日本,日语,2017,24
巴菲的奇妙命运,8.3,8698,阿努拉格·巴苏,阿努拉格·巴苏,佩丽冉卡·曹帕拉/兰比尔·卡普尔/伊利亚娜·狄克鲁兹/HaradhanBannerjee/SumonaChakravarti/RoopaGanguly/AkashKhurana/JishuSengupta/沙鲁巴·舒克拉/阿希瑟·维德亚迪,剧情/喜剧/爱情,印度,英语/印地语,2012,151
青之驱魔师,8.0,4004,高桥敦史,吉田玲子,冈本信彦/福山润/花泽香菜/中井和哉/游佐浩二/梶裕贵/喜多村英梨/高垣彩阳/佐藤利奈/小野大辅/柿原彻也/神谷浩史/藤原启治/渡边明乃/藤村步/东山奈央/伊藤健太郎/后藤哲夫/井上刚/内山夕实/村田太志/金本凉辅/钉宫理惠/木内秀信,动画,日本,日语,2012,88
干物妹！小埋OAD,7.9,1608,太田雅彦,あおしまたかし,田中麻美/野岛健儿KenjiNojima/影山灯/白石晴香,喜剧/动画,日本,日语,2015,24
在人海中遇见你,7.7,6371,加斯塔夫·塔雷托,加斯塔夫·塔雷托,哈维尔·多罗拉斯/皮拉尔·洛佩斯·德·阿亚拉/MiguelDedovich/MiguelAlvarez/AliciaMezza/LucasIssi/OctavioMusaluppi/乔治拉纳塔/Coqueta/RominaPaula/AlanPauls/伊娜丝·艾芙隆/安德瑞纳瓦罗/卡拉彼德森/拉斐尔·菲洛/MartínFeldman,剧情/喜剧,阿根廷/西班牙/德国,西班牙语/法语/英语/意大利语/德语,2011,94
远离人迹,7.7,1832,达维德·厄洛芬,达维德·厄洛芬,维果·莫腾森/安赫拉·莫利纳/RedaKateb/VincentMartin/SoniaAmori,剧情,法国,法语/阿拉伯语,2014,110
那些年我们疯狂的青春,7.6,2195,阿洋·穆克尔吉,阿洋·穆克尔吉,迪皮卡·帕度柯妮/兰比尔·卡普尔/阿迪亚·罗伊·卡普尔/卡琪·柯切林/伊夫琳·夏尔马/普娜·贾甘纳坦,喜剧/爱情/歌舞,印度,印地语,2013,139
京都太秦物语,7.6,1342,阿部勉/山田洋次,佐佐江智明,海老濑花/YoshihiroUsami/SôtarôTanaka,剧情,日本,日语,2010,90
我的黑历史误答笔记,7.6,1197,黄昇基,裴秀英,全昭旻/朴成勋/吴东旻/宋智仁,喜剧/爱情,韩国,韩语,2018,60
回到被爱的每一天,7.5,4953,何平,何平,王佳佳/张译/王志文/刘仪伟/雷汉/田东霖/周德华/刘乐思/黄泊钧,剧情/爱情,中国大陆,汉语普通话,2015,102
圣之青春,7.5,1962,森义隆,向井康介,松山研一/东出昌大/染谷将太/安田显/柄本时生/北见敏之/筒井道隆/竹下景子/中川雅也,剧情/传记,日本,日语,2016,123
芭比之美人鱼历险记,7.5,1358,Adam L. Wood,,KellySheridan/KathleenBarr/NakiaBurrise,动画/家庭,美国,英语,2010,74
真白之恋,7.5,1273,坂本欣弘,北川亚矢子,佐藤美雪/高桥真唯/福地佑介/长谷川初范/山口诗史/杉浦文纪/及川奈央/村上刚基/內田桃香/深川格,剧情/爱情,日本,日语,2016,97
对学生会长的忠告OVA2,7.4,1957,川久保圭史,小石川由宇,鸟海浩辅/杉田智和/岸尾だいすけ/子安武人,动画,日本,日语,2010,30
过往,7.3,5154,阿斯哈·法哈蒂,阿斯哈·法哈蒂,贝热尼丝·贝乔/塔哈·拉希姆/阿里·莫沙法/宝琳·布雷特/艾丽叶·阿吉斯/珍妮·简丝汀,剧情,法国/意大利/伊朗,法语/波斯语,2013,130
如此美好,7.3,4575,金炫锡,金炫锡,金允石/郑宇/韩孝周/金喜爱/张铉诚/晋久/姜河那/赵福来,喜剧/爱情,韩国,韩语,2015,123
被爱的人,7.3,2897,克里斯托夫·奥诺雷,克里斯托夫·奥诺雷,凯瑟琳·德纳芙/露德温·塞尼耶/米洛斯·福尔曼/路易·加瑞尔/齐雅拉·马斯楚安尼/保罗·施耐德/KennethCollard/RadivojeBukvic,剧情/爱情/歌舞,法国,法语,2011,135
黑井户疑案,7.3,2438,城宝秀则,三谷幸喜,野村万斋/大泉洋/向井理/松冈茉优/秋元才加/和田正人/寺胁康文/藤井隆/今井朋彦/吉田羊/浅野和之/佐藤二朗/草刈民代/余贵美子/齐藤由贵/远藤宪一,剧情/悬疑/犯罪,日本,日语,2018,155
告白实行委员会：从很久以前就喜欢你了,7.3,1858,柳泽哲也,成田良美,神谷浩史/户松遥/梶裕贵/阿澄佳奈/铃村健一/丰崎爱生/代永翼/麻仓桃/花江夏树/绿川光/雨宫天,爱情/动画,日本,日语,2016,63
阿嬷的梦中情人,7.2,5992,萧力修/北村丰晴,林真豪,蓝正龙/安心亚/天心/王柏杰/龙劭华/沈海蓉/廖峻/侯彦西/李亦捷,喜剧/爱情,台湾,汉语普通话/闽南语,2013,124
变焦,7.2,4908,佩德罗·莫雷利,马特·汉森,盖尔·加西亚·贝纳尔/艾丽森·皮尔/玛里亚娜·希梅内斯/杰森·普雷斯利/泰勒·莱伯恩/唐·麦凯勒/克劳迪亚·奥阿纳/迈克尔·艾克朗德/珍妮弗·厄文,剧情/喜剧/动画,巴西/加拿大,葡萄牙语/英语,2015,96
不是闹着玩的,7.2,4173,卢卫国,卢卫国,李易祥/于根艺/曹随风/田华,剧情/喜剧,中国大陆,普通话/国语/河南方言,2010,90
冰辙,7.2,1273,瀧本智行,青木研次,柴崎幸/泽村一树/岛田久作/品川彻/根岸季衣/上田耕一/绿魔子/内田慈/岸部一德/盐见三省/余贵美子/宫本信子,剧情/犯罪,日本,日语,2016,105
再见溪谷,7.1,3841,大森立嗣,吉田修一,真木阳子/大西信满/铃木杏/大森南朋/井浦新/新井浩文/鹤田真由/木下邦家/三浦真己/薬袋いづみ/池内万作/木野花,剧情/爱情/犯罪,日本,日语,2013,116
不朽,6.9,7917,理查德·贝里,理查德·贝里,让·雷诺/凯德·麦拉德/玛琳娜·佛伊丝,动作/惊悚/犯罪,法国,法语,2010,117
十年带球跑,6.9,2094,本·A·威廉姆斯,约翰·唐纳利,拉塞尔·托维/阿琳泽·科纳/莉莎·麦格里利斯/尼克·迈瑞莱格伦/罗瑞·J·塞帕,剧情/同性/运动,英国,英语,2016,88
年轻时候,6.8,9202,诺亚·鲍姆巴赫,诺亚·鲍姆巴赫,娜奥米·沃茨/本·斯蒂勒/玛丽亚·迪齐亚/亚当·霍罗维茨/马修·马希尔/彼得·雅柔/亚当·德赖弗/阿曼达·塞弗里德/德丽·海明威/布拉迪·科贝特,剧情/喜剧,美国,英语,2014,94
觉醒,6.8,8573,尼克·墨菲,斯蒂芬·沃尔克,丽贝卡·豪尔/多米尼克·威斯特/艾美达·斯丹顿/露西·科乎/约翰·斯拉普内尔/DianaKent/RichardDurden/伊萨克·亨普斯特德-怀特,悬疑/惊悚/恐怖,英国,英语,2011,107
岁月无声,6.8,2960,周旭,马德林,范植伟/马思纯/蒙亭宜/甘薇/马德林/孙一理/彭冠英,剧情/爱情/音乐,中国大陆/香港,汉语普通话,2012,93
