name,rate,rating_people,director,writer,actor,genre,place,language,year,movietime
魂断蓝桥,8.8,157552,茂文·勒鲁瓦,塞缪尔·N·贝尔曼,费雯·丽/罗伯特·泰勒/露塞尔·沃特森/弗吉尼亚·菲尔德/玛丽亚·彭斯卡娅/C.奥布雷·史密斯/JanetShaw/JanetWaldo/SteffiDuna/VirginiaCarroll/EleanorStewart/LowdenAdams/HarryAllen/JimmyAubrey/PhyllisBarry/ColinCampbell/丽塔·卡莱尔/里奥.G.卡罗尔/戴维·卡文迪什/大卫·克莱德/汤姆·康威/FrankDawson/ConnieEmerald/GilbertEmery/赫伯特·埃文斯/DickGordon/DenisGreen/艾塞尔·格里菲斯/BobbyHale/WinifredHarris/哈利韦尔·霍布斯/HaroldHoward/CharlesIrwin/GeorgeKirby/WalterLawrence/威尔弗雷德·卢卡斯/DanMaxwell/JamesMay/FlorineMcKinney/CharlesMcNaughton/FrankMitchell/埃德蒙·莫蒂默/伦纳德米迪/坦普·皮戈特/JohnPower/ClaraReid/PaulScardon/约翰·格雷厄姆·斯佩西/WyndhamStanding/哈里·斯塔布斯/CyrilThornton/戴维·瑟斯比/诺玛·威登/帕特·威尔士/玛莎·温特沃思/FrankWhitbeck/EricWilton/RobertWinkler/道格拉斯·伍德,剧情/爱情/战争,美国,英语/法语,1940,108
罗生门,8.7,165343,黑泽明,黑泽明,三船敏郎/千秋实/京町子/森雅之/志村乔,剧情/悬疑/犯罪,日本,日语,1950,88
摩登时代,9.2,135229,查理·卓别林,查理·卓别林,查理·卓别林/宝莲·高黛/亨利·伯格曼/TinySandford/切斯特·康克林/汉克·曼/StanleyBlystone/阿尔·欧内斯特·加西亚/理查德·亚历山大/CecilReynolds/MiraMcKinney/MurdockMacQuarrie/威尔弗雷德·卢卡斯/EdwardLeSaint/FredMalatesta/SammyStein/TedOliver/NormanAinsley/BobbyBarber/海尼·康克林/格洛丽亚·德黑文/PatFlaherty/FrankHagney/PatHarmon/劳埃德·英格拉哈姆/沃尔特·詹姆斯/EdwardKimball/JackLow/BuddyMessinger/BruceMitchell/FrankMoran/JamesC.Morton/LouisNatheaux/J·C·纽金特/拉斯·鲍威尔/约翰兰德/哈里·威尔逊,剧情/喜剧/爱情,美国,英语,1936,87
卡萨布兰卡,8.6,152877,迈克尔·柯蒂兹,朱利叶斯·J·爱泼斯坦,亨弗莱·鲍嘉/英格丽·褒曼/保罗·亨雷德/克劳德·雷恩斯/康拉德·韦特/西德尼·格林斯垂特/彼得·洛/S·Z·萨卡尔/玛德琳·勒博/杜利·威尔逊/乔伊·派奇/约翰·奎尔伦/列昂尼德·金斯基/科特·博伊斯/EnriqueAcosta/EdAgresti/LouisV.Arco/BrandonBeach/利昂·贝拉斯科/TrudeBerliner/奥利弗布莱克/蒙蒂·布卢/欧仁·博登/DickBotiller/MauriceBrierre/GeorgeM.Carleton/SpencerChan/TexCooper/基诺科拉多/FrancoCorsaro/AdrienneD'Ambricourt/马塞尔·达里奥/赫尔穆特·丹丁/JeanDeBriac/GeorgeDee/让·德尔瓦尔/CarlDeloro/ArthurDulac/WilliamEdmunds/赫伯特·埃文斯/FredFarrell/马丁·加拉拉加/GregoryGaye/GregoryGolubeff/IlkaGrüning/克莱顿·黑尔/WinifredHarris/JamielHasson/ArthurStuartHull/OlafHytten/PaulIrving/CharlesLaTorre/乔治·J·刘易斯/JacquesLory/LouMarcelle/MichaelMark/FrankMazzola/乔治·米克/LalChandMehra/路易斯梅西埃/TorbenMeyer/MikeMorelli/阿尔贝托·莫林/LeoMostovoy/BarryNorton/MontyO'Grady/LottePalfiAndor/PaulPanzer/ManuelParís/AlexanderPollard/保罗·波尔卡西/弗兰克·普格利亚/GeorgesRenavent/杜威·罗宾逊/VictorRomito/HenryRowland/RichardRyen/DanSeymour/NickShaid/LesterSharpe/BhogwanSingh/DinaSmirnova/GeraldOliverSmith/GeorgeSorel/GeoffreySteele/路德维希·施托塞尔,剧情/爱情/战争,美国,英语/法语/德语/意大利语,1942,102
控方证人,9.6,176141,比利·怀德,阿加莎·克里斯蒂,泰隆·鲍华/玛琳·黛德丽/查尔斯·劳顿/爱尔莎·兰切斯特/约翰·威廉姆斯/亨利·丹尼尔/伊安·沃尔夫/托林·撒切尔/诺玛·威登/尤娜·奥康纳/茹塔·李,剧情/悬疑/犯罪,美国,英语/德语,1957,116
雨中曲,9.0,118175,斯坦利·多南/吉恩·凯利,贝蒂·康登,吉恩·凯利/唐纳德·奥康纳/黛比·雷诺斯/简·哈根/米勒德·米切尔/赛德·查里斯/达格拉斯·福雷/丽塔·莫雷诺/道恩·艾达丝/JohnAlbright/BettyAllen/BetteArlen/DavidBair/玛格丽特·伯特/MadgeBlake/GailBonney/ChetBrandenburg/梅·克拉克/HarryCody/ChickCollins/PatConway/JeanneCoyne/FredDatigJr./KayDeslys/JohnDodsworth/金·多诺万/PhilDunham/海伦·艾比罗克/RichardEmory/TommyFarrell/ErnieFlatt/贝丝·弗劳尔斯/罗伯特·福捷/DanFoster/RobertFoulk/EricFreeman/凯瑟琳·弗里曼/兰斯·富勒/杰克·乔治/JohnGeorge/InezGorman/A.CameronGrant/BeatriceGray/WilliamHamel/山姆·哈里斯/TimmyHawkins/JeanHeremans/斯图尔特·霍姆斯/肯纳G.肯普/迈克·拉里/乔伊·兰辛/WilliamF.Leicester/SylviaLewis,喜剧/爱情/歌舞,美国,英语,1952,103
七武士,9.2,102941,黑泽明,黑泽明,三船敏郎/志村乔/稻叶义男/宫口精二/千秋实/加东大介/木村功,剧情/动作/冒险,日本,日语,1954,160
茜茜公主,8.5,79887,恩斯特·马里施卡,恩斯特·马里施卡,罗密·施奈德/卡尔海因茨·伯姆/玛格达·施奈德/乌塔·弗朗茨/古斯塔夫·克努特,剧情/喜剧/爱情/历史,奥地利,德语,1955,102
白雪公主和七个小矮人,8.2,64208,戴维·汉德,特德·西尔斯,阿德里亚娜·卡塞洛蒂/罗伊·阿特威尔/StuartBuchanan/HallJohnsonChoir,爱情/动画/歌舞/家庭/奇幻,美国,英语,1937,83
后窗,8.5,84766,阿尔弗雷德·希区柯克,康奈尔·伍尔里奇,詹姆斯·斯图尔特/格蕾丝·凯利/温戴尔·柯瑞/瑟尔玛·瑞特/雷蒙德·布尔,悬疑/惊悚,美国,英语,1954,112
东京物语,9.2,67481,小津安二郎,野田高梧,笠智众/原节子/杉村春子/东山千荣子/山村聪/香川京子,剧情/家庭,日本,日语,1953,136
城市之光,9.3,60608,查理·卓别林,查理·卓别林,查理·卓别林/弗吉尼亚·切瑞尔/佛罗伦斯·李/亨利·伯格曼/珍·哈露,剧情/喜剧/爱情,美国,英语,1931,87
公民凯恩,8.6,60397,奥逊·威尔斯,赫尔曼·曼凯维奇,奥逊·威尔斯/约瑟夫·科顿/多萝西·康明戈尔/阿格妮丝·摩尔海德,剧情/悬疑,美国,英语/意大利语,1941,119
四百击,8.7,59243,弗朗索瓦·特吕弗,弗朗索瓦·特吕弗,让-皮埃尔·利奥德/克莱尔·莫里耶/阿尔贝·雷米/盖·德孔布勒/乔治·弗拉芒/PatrickAuffay/DanielCouturier/弗朗索瓦·诺谢/RichardKanayan/RenaudFontanarosa/MichelGirard/塞尔热·莫阿蒂/BernardAbbou/Jean-FrançoisBergouignan/MichelLesignor/让娜·莫罗,剧情/犯罪,法国,法语/英语,1959,99
偷自行车的人,8.9,51049,维托里奥·德·西卡,阿道夫·弗兰奇,兰贝托·马乔拉尼/恩佐·斯泰奥拉/莉安拉·卡雷尔/吉诺·萨尔塔梅伦达/维托里奥·安东努奇,剧情/犯罪,意大利,意大利语,1948,89
西北偏北,8.2,47827,阿尔弗雷德·希区柯克,恩斯特·莱赫曼,加里·格兰特/爱娃·玛丽·森特/詹姆斯·梅森/洁茜·罗伊丝·兰迪斯/里奥.G.卡罗尔/约瑟芬·哈钦森/菲利普·奥伯/马丁·兰道/亚当·威廉姆斯/爱德华·普拉特/罗伯特·艾伦斯坦/莱斯·崔梅恩/菲利普·柯立芝/帕特里克·麦克维/爱德华·宾斯/肯·林奇/马尔科姆·阿特伯里,动作/悬疑/犯罪,美国,英语,1959,136
迷魂记,8.5,47325,阿尔弗雷德·希区柯克,亚历克·科佩尔,詹姆斯·斯图尔特/金·诺瓦克/芭芭拉·贝尔·戈迪斯/汤姆·赫尔莫/亨瑞·琼斯/雷蒙德贝利/埃伦·科比/康斯坦丁肖恩/李·帕特里克/DavidAhdar/IsabelAnalla/JohnBenson/DannyBorzage/MargaretBrayton/保罗·布亚尔/BoydCabeen/SteveConte/JeanCorbett/MollyDodd/贝丝·弗劳尔斯/JoeGarcio/弗莱德格兰姆/BuckHarrington/阿尔弗雷德·希区柯克/JamesW.Horan/ArtHoward/JuneJocelyn/PerkLazelle/LyleMoraine/ForbesMurray/JulianPetruzzi/EzellePoule/杰弗里·塞尔/NinaShipman/SaraTaft,爱情/悬疑/惊悚,美国,英语,1958,128
仙履奇缘,8.2,36714,克莱德·杰洛尼米/威尔弗雷德·杰克逊/汉密尔顿·卢斯科,比尔·皮特,艾琳·伍兹/EleanorAudley/薇娜·费尔顿,爱情/动画/歌舞/奇幻,美国,英语,1950,74
蝴蝶梦,8.3,41235,阿尔弗雷德·希区柯克,达芙妮·杜穆里埃,劳伦斯·奥利弗/琼·芳登/乔治·桑德斯/朱迪丝·安德森/尼格尔·布鲁斯/莱吉纳德·戴尼/C.奥布雷·史密斯/格拉黛丝·库珀/FlorenceBates/梅尔维尔·库珀/里奥.G.卡罗尔/李奥纳多·凯瑞/LumsdenHare/爱德华·菲尔丁/福里斯特·哈维,剧情/爱情/悬疑,美国,英语,1940,130
木偶奇遇记,8.2,29815,汉密尔顿·卢斯科/宾·沙普斯坦,卡洛·科洛迪,梅尔·布兰科/弗兰基·达罗/克里夫·爱德华兹/DickieJones,剧情/动画/音乐/奇幻,美国,英语,1940,88
大独裁者,9.0,37342,查理·卓别林,查理·卓别林,查理·卓别林/宝莲·高黛/杰克·奥克,剧情/喜剧/战争,美国,英语/世界语,1940,125
生活多美好,9.2,43584,弗兰克·卡普拉,弗朗西丝·古德里奇,詹姆斯·斯图尔特/唐娜·里德/莱昂纳尔·巴里摩尔/托马斯·米切尔/亨利·崔佛斯/比尤拉·邦蒂/弗兰克·费伦/沃德·邦德/格洛丽亚·格雷厄姆/H.B.沃纳/弗兰克·艾伯森/托德·卡恩茨/萨缪尔·S·辛兹/玛丽特琳/VirginiaPatton/查尔斯·威廉姆斯/SarahEdwards/WilliamEdmunds/莉莲·伦道夫/ArgentinaBrunetti/RobertJ.Anderson/RonnieRalph/JeanineAnnRoose/GeorgieNokes/SheldonLeonard/FrankHagney/雷·沃克/查尔斯·莱恩/爱德华·基恩/CarolCoombs/卡罗琳·格兰姆斯/LarrySimms/JimmyHawkins/简·阿克/厄尼·亚当斯/曼雅·安德烈/斯坦利·安德鲁斯/SamAsh/JackBailey/BrooksBenedict/JosephE.Bernard/阿尔·布里奇/玛丽安·卡尔/阿德里亚娜·卡塞洛蒂/莱恩·钱德勒/MichaelChapin/TomChatterton/JackCheatham/HarryCheshire/EdwardClark/TomColeman/埃伦·科比/HelenDickson/DickElliott/TomFadden/FrankFenton/埃迪·凡特思顿/SamFlint/DickGordon/JosephGranby/查尔斯·霍尔顿/HerbertHeywood/HarryHolman/ArtHoward/BertHoward/ArthurStuartHull/JohnIndrisano/艾迪·凯恩/CarlKent/MiltonKibbee/EffieLaird/迈克·拉里/HaroldLandon/Meade'Lux'Lewis/JackLomas/J·法瑞尔·麦克唐纳/WilburMack/CharlesMeakin/伯特·穆尔豪斯/EvelynMoriarty/PhilipMorris/GeorgeNoisom/弗兰克·奥康纳,剧情/爱情/奇幻,美国,英语/法语,1946,130
绿野仙踪,8.1,30261,维克多·弗莱明,诺埃尔·兰利,朱迪·加兰/弗兰克·摩根/雷·博尔格/伯特·拉尔/杰克·黑利/碧莉·伯克/玛格丽特·哈米尔顿,歌舞/奇幻/冒险,美国,英语,1939,101
第七封印,8.3,31239,英格玛·伯格曼,英格玛·伯格曼,古纳尔·布约恩施特兰德/本特·埃切罗特/尼尔斯·波普/马克斯·冯·叙多夫/毕比·安德松,剧情/奇幻,瑞典,瑞典语/拉丁语,1957,96
野草莓,8.7,31513,英格玛·伯格曼,英格玛·伯格曼,维克多·斯约斯特洛姆/毕比·安德松/英格丽·图林/古纳尔·布约恩施特兰德/尤兰·辛达尔/福尔谢·松德奎斯特/比约恩·比耶尔文斯塔姆/纳伊玛·维夫斯特兰德/古内尔·布罗斯特勒姆/耶特鲁德·弗里德/西夫·鲁德/古纳尔·舍贝格/马克斯·冯·叙多夫/奥谢·弗里德尔/云韦·诺德瓦尔/佩尔·舍斯特兰德/尤·佩特雷/古内尔·林德布洛姆/冒德·汉松/安-玛丽·维曼/埃娃·努雷/莱娜·贝格曼/莫妮卡·埃林/耶兰·隆德奎斯特/约瑟夫·诺尔曼/古纳尔·奥尔松/文德拉·鲁德贝克/佩尔·斯科格斯贝格/乌尔夫·约翰松/赫尔耶·武尔夫,剧情/爱情/家庭,瑞典,瑞典语/拉丁语,1957,91
茜茜公主2,8.4,28538,恩斯特·马里施卡,恩斯特·马里施卡,罗密·施奈德/卡尔海因茨·伯姆/玛格达·施奈德/古斯塔夫·克努特/威尔玛·德吉舍尔,剧情/爱情/历史,奥地利,德语/匈牙利语,1956,107
睡美人,8.0,23881,Clyde Geronimi,比尔·皮特,MaryCosta/BillShirley/EleanorAudley/薇娜·费尔顿/芭芭拉·卢迪/BarbaraJoAllen,爱情/动画/歌舞/家庭/奇幻,美国,英语,1959,75
电话谋杀案,8.7,30863,阿尔弗雷德·希区柯克,弗雷德里克·诺特,雷·米兰德/格蕾丝·凯利/罗伯特·卡明斯/约翰·威廉姆斯/安东尼·道森/利奥·布里特/帕特里克·艾伦/乔治·利/罗温·休斯,悬疑/惊悚/犯罪,美国,英语,1954,105
一夜风流,8.7,29838,弗兰克·卡普拉,罗伯特·里斯金,克拉克·盖博/克劳黛·考尔白/沃尔特·康诺利/罗斯科·卡恩茨/詹姆森·托马斯/艾伦·海尔/亚瑟·霍伊特/布朗什·弗雷德里克/查尔斯·C·威尔逊,喜剧/爱情,美国,英语,1934,105
广岛之恋,7.7,24288,阿伦·雷乃,玛格丽特·杜拉斯,埃玛妞·丽娃/冈田英次/贝尔纳·弗雷松/斯特拉·达萨斯/皮埃尔·巴尔博,剧情/爱情/战争,法国/日本,法语/日语/英语,1959,90
巴黎圣母院,8.0,22666,让·德拉努瓦,让·奥朗什,吉娜·罗洛布里吉达/安东尼·奎恩/让·达奈/阿兰·居尼/罗伯特·赫希/丹妮尔·杜蒙/菲利普·克莱/毛里斯·萨尔法蒂/吉恩·蒂西耶/瓦伦丁·特西尔/雅克·黑林/雅克·迪菲约/罗热·布兰/玛丽安·奥斯瓦尔德/罗兰·贝利,剧情/历史,意大利/法国,法语,1956,115
出水芙蓉,8.5,25596,乔治·西德尼,阿伦·博雷茨,雷德·斯克尔顿/埃丝特·威廉斯/巴兹尔·拉思伯恩/比尔·戈德温/简·波特/娜娜·布莱恩特/卡洛斯·拉米雷斯/艾特尔·史密斯/丽娜·罗迈/海伦·弗雷斯特/唐纳德·米克/杰奎琳·达利娅/弗朗西斯·皮埃洛/安·科迪/玛格丽特·杜蒙/邦尼·瓦特斯/简妮丝·佩吉/哈维尔·库加特/哈里·詹姆斯/阿比盖尔·亚当斯/多萝西·亚当斯/简·伊丝贝尔,喜剧/歌舞,美国,英语/西班牙语/法语,1944,101
欲望号街车,8.3,26912,伊利亚·卡赞,田纳西·威廉斯,费雯·丽/马龙·白兰度/金·亨特/卡尔·莫尔登/鲁迪·邦德/尼克·丹尼斯/佩格·希利亚丝/赖特·金/理查德·加里克/AnnDere/埃德娜·托马斯/米基·库恩,剧情,美国,英语/西班牙语/法语,1951,122
日落大道,8.7,28747,比利·怀德,查尔斯·布拉克特,威廉·霍尔登/葛洛丽亚·斯旺森/埃里克·冯·施特罗海姆/南希·奥尔森/弗雷德·克拉克/巴斯特·基顿,剧情/黑色电影,美国,英语,1950,110
小城之春,8.6,26550,费穆,李天济,李纬/韦伟/石羽/张鸿眉/崔超明,剧情/爱情,中国大陆,汉语普通话,1948,93
爱德华大夫,8.2,26798,阿尔弗雷德·希区柯克,本·赫克特,英格丽·褒曼/格利高里·派克/迈克尔·契诃夫/里奥.G.卡罗尔/朗达·弗莱明,爱情/悬疑/惊悚/黑色电影,美国,英语,1945,111
热情如火,8.8,28501,比利·怀德,比利·怀德,玛丽莲·梦露/托尼·柯蒂斯/杰克·莱蒙/乔治·拉夫特/帕特·奥布莱恩/乔·E·布朗/内赫米亚·佩尔索夫/琼·肖丽/乔治·E·斯通/戴夫·巴里/迈克·马祖尔凯/哈里·威尔逊/贝弗利·威尔斯/芭芭拉·德鲁/小爱德华·G·罗宾逊,喜剧,美国,英语,1959,120
茜茜公主3,8.4,23383,恩斯特·马里施卡,恩斯特·马里施卡,罗密·施奈德/卡尔海因茨·伯姆/玛格达·施奈德/古斯塔夫·克努特/乌塔·弗朗茨/沃尔特·雷耶尔,剧情/爱情/历史,奥地利,德语/希腊语/匈牙利语/意大利语/葡萄牙语,1957,109
小鹿斑比,8.4,18770,戴维·汉德/詹姆斯·阿尔格/塞缪尔·阿姆斯特朗/格雷厄姆·海德/比尔·罗伯茨/保罗·萨特菲尔德/诺曼·莱特,费利克斯·扎尔滕,哈迪·奥尔布赖特/StanAlexander/BobetteAudrey/PeterBehn/谢尔玛·博德曼,剧情/动画,美国,英语,1942,70
百万英镑,8.0,20514,罗纳德·尼姆,马克·吐温,格利高里·派克/罗纳德·斯夸尔/乔伊丝·格伦菲尔/简·格里菲思/A·E·马修斯/莫瑞斯·德纳姆/雷金纳德·贝克威思/布莱恩·奥尔顿/约翰·斯莱特/威尔伯·埃文斯/哈特利·鲍尔/乔治·迪瓦恩/布莱恩·福布斯/谷德伦·尤尔/休米韦克菲尔德/维尔弗雷德·海德-怀特,喜剧/爱情,英国,英语,1954,90
简爱,7.8,19243,罗伯特·斯蒂文森,Charlotte Brontë,奥逊·威尔斯/琼·芳登/玛格丽特·奥布赖恩/佩吉·安·加纳/约翰·萨顿/萨拉·奥尔古德/亨利·丹尼尔,剧情/爱情,美国,英语,1943,97
淘金记,9.0,22631,查理·卓别林,查理·卓别林,查理·卓别林/马克·斯旺/TomMurray/亨利·伯格曼/MalcolmWaite/乔治亚·黑尔/JackAdams/SamAllen/HarryArras/艾伯特·奥斯汀/MartaBelfort/GeorgeBrock/海尼·康克林/KayDeslys/JamesDime/LeonFarey/CharlesForce/J.C.Fowler/阿尔·欧内斯特·加西亚/InezGomez/希德·格鲁曼/丽泰·格雷/雷·格雷/F.F.Guenste/JackHerrick/GeorgeHolt/JeanHuntley/GladysJohnston/FredKarnoJr./EliasLazaroff/JoanLowell/Chris-PinMartin/ClydeMcAtee/JohnMillerta/贝蒂莫里西/FlorenceMurth,喜剧/爱情/西部/冒险,美国,英语,1925,95
小飞侠,8.3,18041,克莱德·杰洛尼米/威尔弗雷德·杰克逊/汉密尔顿·卢斯科,J·M·巴利,鲍比·德里斯科尔/凯瑟琳·博蒙特/汉斯·康拉德/比尔·汤普森/希瑟·安吉尔/保罗·科林斯/汤米·卢斯克/康迪·康迪多/汤姆·康威,动画/歌舞/奇幻/冒险,美国,英语/美国手语,1953,77
宾虚,8.6,22396,威廉·惠勒,卡尔·顿伯格,查尔登·海斯顿/杰克·霍金斯/哈雅·哈拉里特/史蒂芬·博伊德/休·格里夫斯/玛莎·斯考特/凯茜·奥唐内/山姆·谢斐/芬利·柯里/安德鲁·莫瑞尔,剧情/动作/历史/战争/冒险,美国,英语,1959,212
小飞象,8.2,16809,宾·沙普斯坦/塞缪尔·阿姆斯特朗/诺曼·弗格森/威尔弗雷德·杰克逊/杰克·金尼/比尔·罗伯茨/John Elliotte,狄克·休默,JamesBaskett/赫尔曼·宾/比利·布莱彻/爱德华·布罗菲/JimCarmichael,动画/歌舞/奇幻,美国,英语,1941,64
大路,9.0,19541,费德里科·费里尼,费德里科·费里尼,安东尼·奎恩/朱丽叶塔·马西纳/理查德·贝斯哈特,剧情,意大利,意大利语,1954,108
大都会,9.0,19260,弗里茨·朗,特娅·冯·哈堡,阿弗莱德·阿贝尔/古斯塔夫·佛力施/布里吉特·赫尔姆/鲁道夫·克莱恩-鲁格,剧情/科幻,德国,无对白,1927,153
M就是凶手,8.3,18855,弗里茨·朗,弗里茨·朗,彼得·洛/艾伦·维德曼/因格·兰德特/奥托·维尔尼克,剧情/惊悚/犯罪/黑色电影,德国,德语,1931,117
三毛流浪记,8.1,10377,赵明/严恭,阳翰笙,王龙基/关宏达/林榛/高依云/汪漪,剧情/喜剧,中国大陆,汉语普通话,1949,73
龙凤配,7.7,17664,比利·怀德,比利·怀德,亨弗莱·鲍嘉/奥黛丽·赫本/威廉·霍尔登/沃尔特·汉普顿/约翰·威廉姆斯/玛莎·海尔/霍安·沃斯/马塞尔·达里奥/马塞尔·希莱尔/内拉·沃克/弗朗西斯·X·布什曼/埃伦·科比,剧情/喜剧/爱情,美国,英语/法语,1954,113
七年之痒,7.4,17355,比利·怀德,比利·怀德,玛丽莲·梦露/汤姆·伊威尔/伊夫林·凯耶斯/索尼·杜夫特斯/奥斯卡·霍莫尔卡/马格瑞特·查普曼/卡罗琳·琼斯,喜剧/爱情,美国,英语,1955,105
光荣之路,9.0,19140,斯坦利·库布里克,斯坦利·库布里克,柯克·道格拉斯/拉尔夫·米克/阿道夫·门吉欧/乔治·麦克雷迪/理查德·安德森/蒂莫西·凯瑞/克里斯蒂安妮·库布里克,剧情/战争,美国/西德,英语/德语,1957,88
寻子遇仙记,9.1,18183,查理·卓别林,查理·卓别林,查理·卓别林/卡尔·米勒/艾德娜·珀薇安丝/杰基·库根/艾伯特·奥斯汀/NellieBlyBaker/亨利·伯格曼/EdwardBiby/B.F.Blinn/KittyBradbury/弗兰克·坎皮沃/BlissChevalier/RobertDunbar/丽泰·格雷/JulesHanft/KathleenKay/RaymondLee/ClydeMcAtee/LewParker/艾斯特·罗尔斯顿/GranvilleRedmond/查尔斯·赖斯纳/EdgarSherrod/ArthurThalasso/S.D.Wilcox/汤姆·威尔森,剧情/喜剧/家庭,美国,英语,1921,68
战舰波将金号,8.6,14588,谢尔盖·爱森斯坦,谢尔盖·爱森斯坦,亚历山大·安东诺夫/VladimirBarsky/格里高利·亚历山德罗夫,剧情/历史/战争,苏联,无对白,1925,75
夺魂索,8.0,17007,阿尔弗雷德·希区柯克,亚瑟·劳伦特斯,詹姆斯·斯图尔特/约翰·道尔/法利·格兰杰/琼·钱德勒/道格拉斯·迪克,悬疑/惊悚/犯罪,美国,英语,1948,80
桂河大桥,8.4,15724,大卫·里恩,迈克尔·威尔逊,威廉·霍尔登/亚历克·吉尼斯/杰克·霍金斯/早川雪洲/詹姆斯·唐纳德/杰弗里·霍尔内,剧情/历史/战争,英国/美国,英语/日语/泰语,1957,161
双重赔偿,8.5,18000,比利·怀德,比利·怀德,弗莱德·麦克莫瑞/芭芭拉·斯坦威克/爱德华·罗宾逊/波特·霍尔,惊悚/犯罪/黑色电影,美国,英语,1944,107
